year,date,rank,song,artist,binary,language,total_words,non_e_words,percent,individual songs,Position,Streams,spotify date,spins,radio_rank,chartmetric date
2021,2021-02-20,9,positions,ariana grande,0,english,351,0,0,NA,16,3798228,2021-02-11,4119,18,2021-02-11
2021,2021-02-20,9,positions,ariana grande,0,english,351,0,0,NA,16,3798228,2021-02-11,7810,2,2021-02-11
2021,2021-02-13,15,for the night,pop smoke,0,english,581,0,0,NA,17,3793883,2021-02-04,256,501,NA
2021,2021-02-27,21,dakiti,bad bunny,1,spanish,415,415,100,NA,14,3791289,2021-02-18,3010,36,2021-02-18
2021,2021-01-23,21,save your tears,the weeknd,0,english,267,0,0,NA,26,3787739,2021-01-14,2260,55,2021-01-14
2021,2021-04-10,16,street runner,rod wave,0,english,495,0,0,1,26,3785966,2021-04-01,259,501,NA
2021,2021-01-23,20,body,megan thee stallion,0,english,480,0,0,NA,27,3785711,2021-01-14,4163,16,2021-01-14
2021,2021-02-20,38,sand in my boots,morgan wallen,0,english,286,3,1.05,NA,17,3783529,2021-02-11,250,501,NA
2021,2021-05-22,57,solid,young thug,0,english,692,0,0,NA,24,3781202,2021-05-13,257,501,NA
2021,2021-05-01,13,blinding lights,the weeknd,0,english,259,0,0,NA,27,3770833,2021-04-22,3922,19,2021-04-22
2021,2021-01-09,21,body,megan thee stallion,0,english,480,0,0,NA,22,3769168,2020-12-31,3351,19,2020-12-31
2021,2021-03-27,40,without you,the kid laroi,0,english,309,0,0,NA,22,3766105,2021-03-18,2948,29,2021-03-18
2021,2021-01-23,13,laugh now cry later,drake,0,english,602,0,0,NA,28,3757961,2021-01-14,7219,5,2021-01-14
2021,2021-02-27,38,best friend,saweetie,0,english,529,0,0,NA,15,3749653,2021-02-18,2614,45,2021-02-18
2021,2021-02-13,32,sand in my boots,morgan wallen,0,english,286,3,1.05,NA,18,3732464,2021-02-04,256,501,NA
2021,2021-02-13,73,bad boy,juice wrld,0,english,566,3,0.53,NA,19,3730134,2021-02-04,256,501,NA
2021,2021-05-08,22,back in blood,pooh shiesty,0,english,716,0,0,NA,24,3728721,2021-04-29,2133,55,2021-04-29
2021,2021-04-24,63,hold on,justin bieber,0,english,323,0,0,NA,32,3727059,2021-04-15,1254,97,2021-04-15
2021,2021-04-24,46,x gon give it to ya,dmx,0,english,777,0,0,1,33,3724103,2021-04-15,253,501,NA
2021,2021-01-30,40,sand in my boots,morgan wallen,0,english,286,3,1.05,NA,24,3717070,2021-01-21,252,501,NA
2021,2021-04-10,68,headshot,lil tjay,0,english,512,1,0.2,NA,27,3716702,2021-04-01,259,501,NA
2021,2021-05-15,25,back in blood,pooh shiesty,0,english,716,0,0,NA,25,3709444,2021-05-06,1149,125,2021-05-06
2021,2021-05-15,25,back in blood,pooh shiesty,0,english,716,0,0,NA,25,3709444,2021-05-06,1622,77,2021-05-06
2021,2021-02-27,34,lemonade,internet money,0,english,398,1,0.25,NA,16,3702275,2021-02-18,2644,44,2021-02-18
2021,2021-05-01,90,mr. perfectly fine,taylor swift,0,english,411,0,0,NA,28,3699483,2021-04-22,252,501,NA
2021,2021-03-13,54,heartbreak anniversary,giveon,0,english,266,0,0,NA,19,3697897,2021-03-04,259,501,NA
2021,2021-03-06,13,back in blood,pooh shiesty,0,english,716,0,0,NA,19,3694151,2021-02-25,937,125,2021-02-25
2021,2021-04-10,31,without you,the kid laroi,0,english,309,0,0,NA,28,3692633,2021-04-01,4413,18,2021-04-01
2021,2021-05-15,43,i did it,dj khaled,0,english,671,0,0,1,26,3691893,2021-05-06,282,501,NA
2021,2021-04-17,31,dakiti,bad bunny,1,spanish,415,415,100,NA,24,3686889,2021-04-08,2589,44,2021-04-08
2021,2021-01-09,7,laugh now cry later,drake,0,english,602,0,0,1,23,3686159,2020-12-31,7417,5,2020-12-31
2021,2021-01-30,16,body,megan thee stallion,0,english,480,0,0,NA,25,3683588,2021-01-21,4700,15,2021-01-21
2021,2021-05-15,11,blinding lights,the weeknd,0,english,259,0,0,NA,27,3679850,2021-05-06,938,148,2021-05-06
2021,2021-05-15,11,blinding lights,the weeknd,0,english,259,0,0,NA,27,3679850,2021-05-06,3180,20,2021-05-06
2021,2021-03-13,38,lemonade,internet money,0,english,398,1,0.25,NA,20,3678630,2021-03-04,2573,46,2021-03-04
2021,2021-02-20,12,for the night,pop smoke,0,english,581,0,0,NA,18,3676460,2021-02-11,250,501,NA
2021,2021-02-06,19,what you know bout love,pop smoke,0,english,464,0,0,NA,21,3671918,2021-01-28,4565,15,2021-01-28
2021,2021-01-30,17,laugh now cry later,drake,0,english,602,0,0,NA,26,3665084,2021-01-21,5899,7,2021-01-21
2021,2021-01-23,52,cover me up,morgan wallen,0,english,272,0,0,1,30,3652437,2021-01-14,253,501,NA
2021,2021-01-09,18,therefore i am,billie eilish,0,english,323,0,0,NA,25,3652369,2020-12-31,4717,12,2020-12-31
2021,2021-02-06,26,anyone,justin bieber,0,english,325,0,0,NA,22,3649347,2021-01-28,2907,36,2021-01-28
2021,2021-05-01,56,hold on,justin bieber,0,english,323,0,0,NA,29,3637932,2021-04-22,1470,84,2021-04-22
2021,2021-01-09,44,the christmas song,nat king cole,0,english,135,0,0,NA,26,3636985,2020-12-31,244,501,NA
2021,2021-05-08,85,headshot,lil tjay,0,english,512,1,0.2,NA,25,3636929,2021-04-29,252,501,NA
2021,2021-01-23,45,still goin down,morgan wallen,0,english,361,0,0,1,31,3632999,2021-01-14,253,501,NA
2021,2021-04-03,84,love you different,justin bieber,0,english,356,0,0,1,34,3629247,2021-03-25,246,501,NA
2021,2021-04-17,13,mood,24kgoldn,0,english,455,0,0,NA,25,3622979,2021-04-08,316,404,2021-04-08
2021,2021-04-17,13,mood,24kgoldn,0,english,455,0,0,NA,25,3622979,2021-04-08,5217,13,2021-04-08
2021,2021-05-22,21,every chance i get,dj khaled,0,english,901,0,0,NA,25,3619670,2021-05-13,452,242,2021-05-13
2021,2021-04-10,36,anyone,justin bieber,0,english,325,0,0,NA,29,3614907,2021-04-01,3280,33,2021-04-01
2021,2021-01-23,74,livin the dream,morgan wallen,0,english,421,0,0,1,32,3607669,2021-01-14,253,501,NA
2021,2021-01-09,39,feliz navidad,jose feliciano,0,english,232,70,30.17,NA,27,3598880,2020-12-31,449,243,2020-12-31
2021,2021-01-09,17,a holly jolly christmas,burl ives,0,english,159,0,0,NA,28,3593474,2020-12-31,424,255,2020-12-31
2021,2021-01-23,58,holiday,lil nas x,0,english,401,0,0,NA,33,3590559,2021-01-14,1899,68,2021-01-14
2021,2021-04-17,92,as i am,justin bieber,0,english,329,0,0,NA,26,3589644,2021-04-08,262,501,NA
2021,2021-03-06,9,positions,ariana grande,0,english,351,0,0,NA,20,3581062,2021-02-25,891,130,2021-02-25
2021,2021-03-06,9,positions,ariana grande,0,english,351,0,0,NA,20,3581062,2021-02-25,7207,4,2021-02-25
2021,2021-02-13,13,what you know bout love,pop smoke,0,english,464,0,0,NA,20,3580175,2021-02-04,2825,40,2021-02-04
2021,2021-02-13,13,what you know bout love,pop smoke,0,english,464,0,0,NA,20,3580175,2021-02-04,4931,11,2021-02-04
2021,2021-03-06,62,astronaut in the ocean,masked wolf,0,english,441,0,0,NA,21,3563532,2021-02-25,427,257,2021-02-25
2021,2021-02-06,12,therefore i am,billie eilish,0,english,323,0,0,1,24,3561121,2021-01-28,6015,7,2021-01-28
2021,2021-01-23,63,neon eyes,morgan wallen,0,english,354,0,0,1,34,3559514,2021-01-14,253,501,NA
2021,2021-05-15,85,durag activity,baby keem,0,english,586,0,0,1,28,3559213,2021-05-06,282,501,NA
2021,2021-01-09,72,slay3r,playboi carti,0,english,612,0,0,1,29,3548291,2020-12-31,244,501,NA
2021,2021-05-22,12,blinding lights,the weeknd,0,english,259,0,0,NA,26,3543600,2021-05-13,3451,27,2021-05-13
2021,2021-01-16,26,rockstar,dababy,0,english,656,0,0,NA,20,3541901,2021-01-07,3406,20,2021-01-07
2021,2021-01-02,39,this christmas,donny hathaway,0,english,161,0,0,1,57,3538061,2020-12-24,486,236,2020-12-24
2021,2021-03-27,45,whoopty,cj,0,english,395,11,2.78,NA,23,3537958,2021-03-18,2618,42,2021-03-18
2021,2021-04-17,30,without you,the kid laroi,0,english,309,0,0,NA,27,3528528,2021-04-08,4571,15,2021-04-08
2021,2021-01-23,66,more surprised than me,morgan wallen,0,english,212,0,0,1,35,3518214,2021-01-14,253,501,NA
2021,2021-04-17,50,run it up,lil tjay,0,english,1045,0,0,1,28,3504289,2021-04-08,262,501,NA
2021,2021-02-27,10,positions,ariana grande,0,english,351,0,0,NA,17,3501331,2021-02-18,4021,21,2021-02-18
2021,2021-02-27,10,positions,ariana grande,0,english,351,0,0,NA,17,3501331,2021-02-18,7842,2,2021-02-18
2021,2021-04-24,72,you all over me,taylor swift,0,english,297,0,0,NA,34,3501040,2021-04-15,253,501,NA
2021,2021-01-09,26,rockstar,dababy,0,english,656,0,0,1,30,3486209,2020-12-31,3452,17,2020-12-31
2021,2021-03-06,11,what you know bout love,pop smoke,0,english,464,0,0,NA,22,3481856,2021-02-25,3558,26,2021-02-25
2021,2021-03-06,11,what you know bout love,pop smoke,0,english,464,0,0,NA,22,3481856,2021-02-25,6315,7,2021-02-25
2021,2021-02-20,52,somebodys problem,morgan wallen,0,english,300,0,0,NA,20,3479801,2021-02-11,250,501,NA
2021,2021-04-24,32,without you,the kid laroi,0,english,309,0,0,NA,36,3479686,2021-04-15,4918,14,2021-04-15
2021,2021-02-06,22,laugh now cry later,drake,0,english,602,0,0,NA,26,3478897,2021-01-28,4945,12,2021-01-28
2021,2021-05-15,94,headshot,lil tjay,0,english,512,1,0.2,NA,29,3478121,2021-05-06,282,501,NA
2021,2021-02-20,10,what you know bout love,pop smoke,0,english,464,0,0,NA,21,3472887,2021-02-11,3158,31,2021-02-11
2021,2021-02-20,10,what you know bout love,pop smoke,0,english,464,0,0,NA,21,3472887,2021-02-11,5685,9,2021-02-11
2021,2021-01-09,10,levitating,dua lipa,0,english,498,0,0,NA,31,3468425,2020-12-31,5084,10,2020-12-31
2021,2021-04-10,11,tombstone,rod wave,0,english,388,0,0,1,30,3467804,2021-04-01,259,501,NA
2021,2021-02-06,48,skin,sabrina carpenter,0,english,373,0,0,1,27,3463765,2021-01-28,255,501,NA
2021,2021-02-13,14,therefore i am,billie eilish,0,english,323,0,0,NA,23,3462216,2021-02-04,6235,8,2021-02-04
2021,2021-05-15,45,whats next,drake,0,english,548,3,0.55,NA,30,3456607,2021-05-06,2607,30,2021-05-06
2021,2021-05-08,57,hold on,justin bieber,0,english,323,0,0,NA,26,3454593,2021-04-29,1665,73,2021-04-29
2021,2021-04-03,87,loved by you,justin bieber,0,english,373,0,0,1,35,3443439,2021-03-25,246,501,NA
2021,2021-05-08,23,without you,the kid laroi,0,english,309,0,0,NA,27,3435432,2021-04-29,5390,8,2021-04-29
2021,2021-04-24,65,forever and always,taylor swift,0,english,405,0,0,1,37,3434413,2021-04-15,253,501,NA
2021,2021-05-22,26,back in blood,pooh shiesty,0,english,716,0,0,NA,27,3432298,2021-05-13,2415,46,2021-05-13
2021,2021-01-30,28,willow,taylor swift,0,english,412,0,0,NA,28,3428207,2021-01-21,369,322,2021-01-21
2021,2021-01-30,28,willow,taylor swift,0,english,412,0,0,NA,28,3428207,2021-01-21,2549,46,2021-01-21
2021,2021-01-30,25,7 summers,morgan wallen,0,english,333,0,0,NA,29,3423982,2021-01-21,1848,71,2021-01-21
2021,2021-01-02,27,levitating,dua lipa,0,english,498,0,0,NA,62,3421401,2020-12-24,4896,9,2020-12-24
2021,2021-04-24,18,mood,24kgoldn,0,english,455,0,0,NA,38,3417299,2021-04-15,305,397,2021-04-15
2021,2021-04-24,18,mood,24kgoldn,0,english,455,0,0,NA,38,3417299,2021-04-15,4850,15,2021-04-15
2021,2021-05-22,43,dakiti,bad bunny,1,spanish,415,415,100,NA,28,3408387,2021-05-13,1223,103,2021-05-13
2021,2021-05-08,1,save your tears,the weeknd,0,english,267,0,0,1,28,3402486,2021-04-29,7229,2,2021-04-29
2021,2021-02-20,69,heat waves,glass animals,0,english,417,0,0,NA,23,3399493,2021-02-11,925,121,2021-02-11
2021,2021-03-06,15,for the night,pop smoke,0,english,581,0,0,NA,23,3399448,2021-02-25,249,501,NA
2021,2021-02-06,18,body,megan thee stallion,0,english,480,0,0,NA,28,3398653,2021-01-28,5062,10,2021-01-28
2021,2021-05-08,18,beautiful mistakes,maroon 5,0,english,536,0,0,1,29,3389078,2021-04-29,3918,19,2021-04-29
2021,2021-03-20,9,34 plus 35,ariana grande,0,english,485,0,0,NA,24,3388181,2021-03-11,7121,3,2021-03-11
2021,2021-03-13,9,what you know bout love,pop smoke,0,english,464,0,0,1,21,3382706,2021-03-04,3736,22,2021-03-04
2021,2021-03-13,9,what you know bout love,pop smoke,0,english,464,0,0,1,21,3382706,2021-03-04,6544,6,2021-03-04
2021,2021-05-01,31,without you,the kid laroi,0,english,309,0,0,NA,30,3380730,2021-04-22,5088,11,2021-04-22
2021,2021-02-13,28,anyone,justin bieber,0,english,325,0,0,NA,24,3378894,2021-02-04,2941,38,2021-02-04
2021,2021-01-23,62,dangerous,morgan wallen,0,english,284,0,0,1,37,3372238,2021-01-14,253,501,NA
2021,2021-02-13,24,laugh now cry later,drake,0,english,602,0,0,NA,25,3368169,2021-02-04,4207,18,2021-02-04
2021,2021-02-27,64,heat waves,glass animals,0,english,417,0,0,NA,18,3364206,2021-02-18,1234,107,2021-02-18
2021,2021-05-15,19,beautiful mistakes,maroon 5,0,english,536,0,0,NA,31,3363246,2021-05-06,1182,118,2021-05-06
2021,2021-05-15,19,beautiful mistakes,maroon 5,0,english,536,0,0,NA,31,3363246,2021-05-06,3738,13,2021-05-06
2021,2021-04-17,46,richer,rod wave,0,english,488,0,0,NA,29,3350690,2021-04-08,262,501,NA
2021,2021-04-24,93,met him last night,demi lovato,0,english,318,0,0,NA,39,3346537,2021-04-15,253,501,NA
2021,2021-05-01,19,mood,24kgoldn,0,english,455,0,0,NA,32,3344169,2021-04-22,286,427,2021-04-22
2021,2021-05-01,19,mood,24kgoldn,0,english,455,0,0,NA,32,3344169,2021-04-22,4633,15,2021-04-22
2021,2021-03-06,63,heartbreak anniversary,giveon,0,english,266,0,0,NA,25,3341465,2021-02-25,249,501,NA
2021,2021-01-30,27,more than my hometown,morgan wallen,0,english,422,0,0,NA,31,3338353,2021-01-21,2142,62,2021-01-21
2021,2021-04-24,16,ruff ryders anthem,dmx,NA,NA,NA,NA,NA,1,40,3337638,2021-04-15,652,172,2021-04-15
2021,2021-02-20,25,my exs best friend,machine gun kelly,0,english,365,0,0,NA,24,3322984,2021-02-11,3872,21,2021-02-11
2021,2021-03-06,39,laugh now cry later,drake,0,english,602,0,0,NA,26,3309251,2021-02-25,3200,32,2021-02-25
2021,2021-03-20,12,what you know bout love,pop smoke,0,english,464,0,0,NA,26,3307400,2021-03-11,3667,17,2021-03-11
2021,2021-03-20,12,what you know bout love,pop smoke,0,english,464,0,0,NA,26,3307400,2021-03-11,5795,6,2021-03-11
2021,2021-02-20,30,laugh now cry later,drake,0,english,602,0,0,NA,25,3307346,2021-02-11,3599,24,2021-02-11
2021,2021-01-09,50,underneath the tree,kelly clarkson,0,english,312,0,0,NA,33,3306325,2020-12-31,244,501,NA
2021,2021-01-30,59,holiday,lil nas x,0,english,401,0,0,NA,32,3304136,2021-01-21,1869,69,2021-01-21
2021,2021-02-27,49,were good,dua lipa,0,english,294,0,0,NA,20,3293542,2021-02-18,1542,80,2021-02-18
2021,2021-03-20,34,real as it gets,lil baby,0,english,845,6,0.71,1,29,3289875,2021-03-11,237,501,NA
2021,2021-05-08,20,mood,24kgoldn,0,english,455,0,0,NA,31,3288311,2021-04-29,283,434,2021-04-29
2021,2021-05-08,20,mood,24kgoldn,0,english,455,0,0,NA,31,3288311,2021-04-29,4228,16,2021-04-29
2021,2021-02-13,86,heat waves,glass animals,0,english,417,0,0,NA,26,3287806,2021-02-04,753,164,2021-02-04
2021,2021-05-15,24,mood,24kgoldn,0,english,455,0,0,NA,32,3286969,2021-05-06,342,388,2021-05-06
2021,2021-05-15,24,mood,24kgoldn,0,english,455,0,0,NA,32,3286969,2021-05-06,344,384,2021-05-06
2021,2021-05-15,24,mood,24kgoldn,0,english,455,0,0,NA,32,3286969,2021-05-06,1626,76,2021-05-06
2021,2021-05-15,24,mood,24kgoldn,0,english,455,0,0,NA,32,3286969,2021-05-06,2411,42,2021-05-06
2021,2021-02-27,16,back in blood,pooh shiesty,0,english,716,0,0,NA,21,3285180,2021-02-18,785,146,2021-02-18
2021,2021-02-13,25,my exs best friend,machine gun kelly,0,english,365,0,0,NA,27,3284093,2021-02-04,3533,22,2021-02-04
2021,2021-02-27,14,for the night,pop smoke,0,english,581,0,0,NA,22,3283612,2021-02-18,250,501,NA
2021,2021-03-13,11,positions,ariana grande,0,english,351,0,0,NA,23,3282443,2021-03-04,7471,4,2021-03-04
2021,2021-02-27,12,what you know bout love,pop smoke,0,english,464,0,0,NA,23,3280956,2021-02-18,3486,28,2021-02-18
2021,2021-02-27,12,what you know bout love,pop smoke,0,english,464,0,0,NA,23,3280956,2021-02-18,6150,7,2021-02-18
2021,2021-05-15,60,hold on,justin bieber,0,english,323,0,0,NA,34,3274776,2021-05-06,1589,80,2021-05-06
2021,2021-04-03,38,whoopty,cj,0,english,395,11,2.78,NA,36,3273592,2021-03-25,2268,55,2021-03-25
2021,2021-02-20,15,therefore i am,billie eilish,0,english,323,0,0,NA,26,3269724,2021-02-11,6306,6,2021-02-11
2021,2021-01-02,60,gnat,eminem,0,english,1038,0,0,1,66,3267236,2020-12-24,244,501,NA
2021,2021-03-13,14,for the night,pop smoke,0,english,581,0,0,NA,24,3263240,2021-03-04,259,501,NA
2021,2021-04-03,91,somebody,justin bieber,0,english,340,0,0,1,37,3254965,2021-03-25,246,501,NA
2021,2021-02-06,23,7 summers,morgan wallen,0,english,333,0,0,NA,30,3251535,2021-01-28,2100,59,2021-01-28
2021,2021-01-02,89,way out,jack harlow,0,english,651,0,0,NA,67,3241202,2020-12-24,244,501,NA
2021,2021-05-15,21,my exs best friend,machine gun kelly,0,english,365,0,0,NA,35,3236826,2021-05-06,5746,5,2021-05-06
2021,2021-02-27,36,laugh now cry later,drake,0,english,602,0,0,NA,24,3229125,2021-02-18,3491,27,2021-02-18
2021,2021-05-22,18,beautiful mistakes,maroon 5,0,english,536,0,0,NA,30,3227388,2021-05-13,4289,11,2021-05-13
2021,2021-04-24,33,on me,lil baby,0,english,490,0,0,NA,42,3215562,2021-04-15,3398,26,2021-04-15
2021,2021-01-23,33,you broke me first,tate mcrae,0,english,328,0,0,NA,40,3213344,2021-01-14,264,469,2021-01-14
2021,2021-01-23,33,you broke me first,tate mcrae,0,english,328,0,0,NA,40,3213344,2021-01-14,3234,27,2021-01-14
2021,2021-01-30,37,rockstar,dababy,0,english,656,0,0,NA,33,3207590,2021-01-21,3040,31,2021-01-21
2021,2021-05-22,99,headshot,lil tjay,0,english,512,1,0.2,NA,31,3202328,2021-05-13,257,501,NA
2021,2021-02-13,20,body,megan thee stallion,0,english,480,0,0,NA,29,3201538,2021-02-04,5428,9,2021-02-04
2021,2021-03-27,12,what you know bout love,pop smoke,0,english,464,0,0,NA,27,3187872,2021-03-18,4188,15,2021-03-18
2021,2021-03-27,12,what you know bout love,pop smoke,0,english,464,0,0,NA,27,3187872,2021-03-18,6330,4,2021-03-18
2021,2021-04-03,51,were good,dua lipa,0,english,294,0,0,NA,38,3181535,2021-03-25,2737,45,2021-03-25
2021,2021-01-23,34,rockstar,dababy,0,english,656,0,0,NA,41,3178817,2021-01-14,3301,24,2021-01-14
2021,2021-02-20,21,body,megan thee stallion,0,english,480,0,0,NA,28,3175226,2021-02-11,5457,10,2021-02-11
2021,2021-03-20,15,positions,ariana grande,0,english,351,0,0,NA,30,3170443,2021-03-11,6540,5,2021-03-11
2021,2021-03-20,27,on me,lil baby,0,english,490,0,0,NA,31,3168760,2021-03-11,2341,49,2021-03-11
2021,2021-04-17,12,what you know bout love,pop smoke,0,english,464,0,0,NA,30,3160844,2021-04-08,4514,16,2021-04-08
2021,2021-04-17,12,what you know bout love,pop smoke,0,english,464,0,0,NA,30,3160844,2021-04-08,7963,1,2021-04-08
2021,2021-03-20,24,for the night,pop smoke,0,english,581,0,0,NA,32,3153195,2021-03-11,237,501,NA
2021,2021-05-22,20,my exs best friend,machine gun kelly,0,english,365,0,0,1,32,3152987,2021-05-13,6070,4,2021-05-13
2021,2021-01-30,31,you broke me first,tate mcrae,0,english,328,0,0,NA,35,3144099,2021-01-21,323,379,2021-01-21
2021,2021-01-30,31,you broke me first,tate mcrae,0,english,328,0,0,NA,35,3144099,2021-01-21,3504,21,2021-01-21
2021,2021-04-03,9,what you know bout love,pop smoke,0,english,464,0,0,NA,40,3136986,2021-03-25,4378,17,2021-03-25
2021,2021-04-03,9,what you know bout love,pop smoke,0,english,464,0,0,NA,40,3136986,2021-03-25,7673,2,2021-03-25
2021,2021-01-02,76,tyler herro,jack harlow,0,english,566,0,0,NA,73,3136929,2020-12-24,917,126,2020-12-24
2021,2021-02-20,17,back in blood,pooh shiesty,0,english,716,0,0,NA,30,3134927,2021-02-11,630,182,2021-02-11
2021,2021-04-10,38,whoopty,cj,0,english,395,11,2.78,NA,32,3133232,2021-04-01,1913,69,2021-04-01
2021,2021-05-22,52,whats next,drake,0,english,548,3,0.55,NA,33,3131969,2021-05-13,2185,52,2021-05-13
2021,2021-05-15,67,ramen and oj,joyner lucas,0,english,838,0,0,1,36,3128957,2021-05-06,282,501,NA
2021,2021-05-22,24,mood,24kgoldn,0,english,455,0,0,NA,34,3121902,2021-05-13,289,429,2021-05-13
2021,2021-05-22,24,mood,24kgoldn,0,english,455,0,0,NA,34,3121902,2021-05-13,349,330,2021-05-13
2021,2021-05-22,24,mood,24kgoldn,0,english,455,0,0,NA,34,3121902,2021-05-13,368,309,2021-05-13
2021,2021-05-22,24,mood,24kgoldn,0,english,455,0,0,NA,34,3121902,2021-05-13,2970,31,2021-05-13
2021,2021-01-16,83,way out,jack harlow,0,english,651,0,0,1,24,3120455,2021-01-07,259,501,NA
2021,2021-04-17,27,on me,lil baby,0,english,490,0,0,NA,32,3112524,2021-04-08,3602,25,2021-04-08
2021,2021-04-03,56,lemon pepper freestyle,drake,0,english,1158,2,0.17,NA,43,3111837,2021-03-25,246,501,NA
2021,2021-05-01,93,run it up,lil tjay,0,english,1045,0,0,NA,33,3105302,2021-04-22,252,501,NA
2021,2021-04-24,87,shy away,twenty one pilots,0,english,232,0,0,1,44,3101958,2021-04-15,1203,101,2021-04-15
2021,2021-03-06,52,wasted on you,morgan wallen,0,english,278,0,0,NA,28,3099274,2021-02-25,249,501,NA
2021,2021-01-23,71,tyler herro,jack harlow,0,english,566,0,0,NA,42,3098830,2021-01-14,1063,116,2021-01-14
2021,2021-03-27,24,for the night,pop smoke,0,english,581,0,0,NA,28,3097461,2021-03-18,239,501,NA
2021,2021-04-24,55,richer,rod wave,0,english,488,0,0,NA,45,3097115,2021-04-15,253,501,NA
2021,2021-02-06,28,willow,taylor swift,0,english,412,0,0,NA,33,3096675,2021-01-28,383,309,2021-01-28
2021,2021-02-06,28,willow,taylor swift,0,english,412,0,0,NA,33,3096675,2021-01-28,2623,44,2021-01-28
2021,2021-02-06,34,my exs best friend,machine gun kelly,0,english,365,0,0,NA,34,3094242,2021-01-28,3143,30,2021-01-28
2021,2021-02-06,41,rockstar,dababy,0,english,656,0,0,NA,35,3094232,2021-01-28,2548,47,2021-01-28
2021,2021-03-27,9,34 plus 35,ariana grande,0,english,485,0,0,NA,29,3094162,2021-03-18,6607,2,2021-03-18
2021,2021-04-10,10,what you know bout love,pop smoke,0,english,464,0,0,NA,34,3085414,2021-04-01,4596,14,2021-04-01
2021,2021-04-10,10,what you know bout love,pop smoke,0,english,464,0,0,NA,34,3085414,2021-04-01,7955,1,2021-04-01
2021,2021-05-01,22,beautiful mistakes,maroon 5,0,english,536,0,0,NA,34,3082271,2021-04-22,3636,22,2021-04-22
2021,2021-05-15,50,goosebumps,travis scott,0,english,539,0,0,NA,38,3081836,2021-05-06,736,187,2021-05-06
2021,2021-05-15,50,goosebumps,travis scott,0,english,539,0,0,NA,38,3081836,2021-05-06,2547,33,2021-05-06
2021,2021-01-23,86,outlaw,morgan wallen,0,english,298,0,0,1,44,3081474,2021-01-14,253,501,NA
2021,2021-05-01,59,proud of you,young thug,0,english,770,0,0,1,35,3076679,2021-04-22,252,501,NA
2021,2021-02-06,27,you broke me first,tate mcrae,0,english,328,0,0,NA,36,3073274,2021-01-28,281,438,2021-01-28
2021,2021-02-06,27,you broke me first,tate mcrae,0,english,328,0,0,NA,36,3073274,2021-01-28,3640,23,2021-01-28
2021,2021-02-20,34,anyone,justin bieber,0,english,325,0,0,NA,31,3069676,2021-02-11,3058,34,2021-02-11
2021,2021-05-08,21,my exs best friend,machine gun kelly,0,english,365,0,0,NA,32,3067859,2021-04-29,6022,5,2021-04-29
2021,2021-01-23,83,whiskeyd my way,morgan wallen,0,english,265,0,0,1,46,3063159,2021-01-14,253,501,NA
2021,2021-03-13,74,only wanna be with you,post malone,0,english,293,0,0,1,27,3062742,2021-03-04,326,373,2021-03-04
2021,2021-02-27,29,my exs best friend,machine gun kelly,0,english,365,0,0,NA,27,3059074,2021-02-18,4100,17,2021-02-18
2021,2021-02-27,53,wasted on you,morgan wallen,0,english,278,0,0,NA,28,3049888,2021-02-18,250,501,NA
2021,2021-01-23,84,your bartender,morgan wallen,0,english,322,0,0,1,47,3046624,2021-01-14,253,501,NA
2021,2021-04-03,33,for the night,pop smoke,0,english,581,0,0,NA,44,3044587,2021-03-25,246,501,NA
2021,2021-05-22,75,ramen and oj,joyner lucas,0,english,838,0,0,NA,35,3043093,2021-05-13,257,501,NA
2021,2021-02-20,83,bad boy,juice wrld,0,english,566,3,0.53,NA,33,3039699,2021-02-11,282,434,2021-02-11
2021,2021-04-24,79,run it up,lil tjay,0,english,1045,0,0,NA,47,3038682,2021-04-15,253,501,NA
2021,2021-04-17,25,beautiful mistakes,maroon 5,0,english,536,0,0,NA,33,3036962,2021-04-08,3235,32,2021-04-08
2021,2021-04-03,11,34 plus 35,ariana grande,0,english,485,0,0,NA,45,3036155,2021-03-25,7240,4,2021-03-25
2021,2021-04-10,37,for the night,pop smoke,0,english,581,0,0,NA,36,3035354,2021-04-01,259,501,NA
2021,2021-03-20,25,beat box,spotemgottem,0,english,336,0,0,NA,34,3030019,2021-03-11,559,186,2021-03-11
2021,2021-02-13,23,you broke me first,tate mcrae,0,english,328,0,0,NA,32,3029459,2021-02-04,261,493,2021-02-04
2021,2021-02-13,23,you broke me first,tate mcrae,0,english,328,0,0,NA,32,3029459,2021-02-04,1142,108,2021-02-04
2021,2021-02-13,23,you broke me first,tate mcrae,0,english,328,0,0,NA,32,3029459,2021-02-04,2843,39,2021-02-04
2021,2021-02-20,24,you broke me first,tate mcrae,0,english,328,0,0,NA,34,3027812,2021-02-11,305,391,2021-02-11
2021,2021-02-20,24,you broke me first,tate mcrae,0,english,328,0,0,NA,34,3027812,2021-02-11,354,336,2021-02-11
2021,2021-02-20,24,you broke me first,tate mcrae,0,english,328,0,0,NA,34,3027812,2021-02-11,4155,16,2021-02-11
2021,2021-04-17,53,anyone,justin bieber,0,english,325,0,0,NA,34,3025875,2021-04-08,2915,40,2021-04-08
2021,2021-03-13,25,on me,lil baby,0,english,490,0,0,NA,28,3023811,2021-03-04,2411,52,2021-03-04
2021,2021-03-27,23,on me,lil baby,0,english,490,0,0,NA,31,3021941,2021-03-18,2845,33,2021-03-18
