year,date,rank,song,artist,binary,language,total_words,non_e_words,percent,individual songs,Position,Streams,spotify date,spins,radio_rank,chartmetric date
2021,2021-05-01,69,down to one,luke bryan,0,english,379,0,0,NA,201,1420582,NA,2276,48,2021-04-22
2021,2021-05-01,97,drankin n smokin,future,0,english,582,2,0.34,NA,201,1420582,NA,547,206,2021-04-22
2021,2021-05-01,79,drunk and i don't wanna go home,elle king,0,english,428,0,0,1,201,1420582,NA,252,501,NA
2021,2021-05-01,73,famous friends,chris young,0,english,267,0,0,NA,201,1420582,NA,2162,56,2021-04-22
2021,2021-05-01,84,follow you,imagine dragons,0,english,275,0,0,NA,201,1420582,NA,1767,74,2021-04-22
2021,2021-05-01,96,go,moneybagg yo,0,english,421,0,0,NA,201,1420582,NA,252,501,NA
2021,2021-05-01,74,gone,dierks bentley,0,english,318,0,0,NA,201,1420582,NA,2305,47,2021-04-22
2021,2021-05-01,83,hellcats and trackhawks,lil durk,0,english,530,0,0,NA,201,1420582,NA,252,501,NA
2021,2021-05-01,58,just the way,parmalee,0,english,511,0,0,NA,201,1420582,NA,2883,34,2021-04-22
2021,2021-05-01,70,lady,brett young,0,english,268,0,0,NA,201,1420582,NA,2792,36,2021-04-22
2021,2021-05-01,2,leave the door open,ava max,NA,english,476,0,0,NA,201,1420582,NA,252,501,NA
2021,2021-05-01,89,lil bit,nelly,0,english,577,0,0,NA,201,1420582,NA,973,121,2021-04-22
2021,2021-05-01,82,long live,florida georgia line,0,english,269,0,0,NA,201,1420582,NA,2365,46,2021-04-22
2021,2021-05-01,42,made for you,jake owen,0,english,242,0,0,NA,201,1420582,NA,3669,21,2021-04-22
2021,2021-05-01,85,mommas house,dustin lynch,0,english,374,0,0,NA,201,1420582,NA,1954,67,2021-04-22
2021,2021-05-01,98,monsters,all time low,0,english,458,0,0,1,201,1420582,NA,1074,109,2021-04-22
2021,2021-05-01,43,no more parties,coi leray,0,english,603,0,0,NA,201,1420582,NA,1066,112,2021-04-22
2021,2021-05-01,86,nobody,dylan scott,0,english,297,0,0,NA,201,1420582,NA,2636,42,2021-04-22
2021,2021-05-01,72,one too many,keith urban,0,english,387,0,0,NA,201,1420582,NA,1913,68,2021-04-22
2021,2021-05-01,88,pick up your feelings,jazmine sullivan,0,english,510,0,0,NA,201,1420582,NA,1285,95,2021-04-22
2021,2021-05-01,81,pov,ariana grande,0,english,357,0,0,NA,201,1420582,NA,2464,44,2021-04-22
2021,2021-05-01,71,quicksand,morray,0,english,848,8,0.94,NA,201,1420582,NA,2257,50,2021-04-22
2021,2021-05-01,65,settling down,miranda lambert,0,english,283,0,0,NA,201,1420582,NA,2062,59,2021-04-22
2021,2021-05-01,50,somebody like that,tenille arts,0,english,295,0,0,1,201,1420582,NA,3515,23,2021-04-22
2021,2021-05-01,52,what's your country song,thomas rhett,0,english,274,0,0,NA,201,1420582,NA,252,501,NA
2021,2021-05-01,95,you got it,vedo,0,english,473,0,0,NA,201,1420582,NA,1688,78,2021-04-22
2021,2021-05-01,34,you're mines still,yung bleu,0,english,468,0,0,NA,201,1420582,NA,252,501,NA
2021,2021-05-08,77,almost maybes,jordan davis,0,english,375,0,0,NA,201,1393166,NA,2340,49,2021-04-29
2021,2021-05-08,97,blame it on you,jason aldean,0,english,393,0,0,NA,201,1393166,NA,2172,53,2021-04-29
2021,2021-05-08,46,breaking up was easy in the 90s,sam hunt,0,english,405,0,0,NA,201,1393166,NA,3069,30,2021-04-29
2021,2021-05-08,94,chasing after you,ryan hurd,0,english,323,0,0,NA,201,1393166,NA,536,211,2021-04-29
2021,2021-05-08,100,clear da air,moneybagg yo,0,english,793,4,0.5,1,201,1393166,NA,252,501,NA
2021,2021-05-08,62,damage,her,0,english,291,0,0,NA,201,1393166,NA,1643,75,2021-04-29
2021,2021-05-08,84,down to one,luke bryan,0,english,379,0,0,NA,201,1393166,NA,2130,56,2021-04-29
2021,2021-05-08,95,drankin n smokin,future,0,english,582,2,0.34,NA,201,1393166,NA,554,200,2021-04-29
2021,2021-05-08,91,drunk and i don't wanna go home,elle king,0,english,428,0,0,NA,201,1393166,NA,252,501,NA
2021,2021-05-08,70,famous friends,chris young,0,english,267,0,0,NA,201,1393166,NA,2244,52,2021-04-29
2021,2021-05-08,78,follow you,imagine dragons,0,english,275,0,0,NA,201,1393166,NA,1979,63,2021-04-29
2021,2021-05-08,80,free promo,moneybagg yo,0,english,574,0,0,1,201,1393166,NA,252,501,NA
2021,2021-05-08,52,go,moneybagg yo,0,english,421,0,0,1,201,1393166,NA,252,501,NA
2021,2021-05-08,68,gone,dierks bentley,0,english,318,0,0,NA,201,1393166,NA,2416,47,2021-04-29
2021,2021-05-08,53,hard for the next,moneybagg yo,0,english,574,0,0,NA,201,1393166,NA,252,501,NA
2021,2021-05-08,89,how they remember you,rascal flatts,0,english,348,0,0,1,201,1393166,NA,3295,27,2021-04-29
2021,2021-05-08,54,if pain was a person,moneybagg yo,0,english,996,0,0,1,201,1393166,NA,252,501,NA
2021,2021-05-08,82,just say det,moneybagg yo,0,english,540,0,0,1,201,1393166,NA,252,501,NA
2021,2021-05-08,56,just the way,parmalee,0,english,511,0,0,NA,201,1393166,NA,2817,35,2021-04-29
2021,2021-05-08,72,lady,brett young,0,english,268,0,0,NA,201,1393166,NA,2637,43,2021-04-29
2021,2021-05-08,2,leave the door open,ava max,NA,english,476,0,0,NA,201,1393166,NA,252,501,NA
2021,2021-05-08,93,long live,florida georgia line,0,english,269,0,0,NA,201,1393166,NA,2048,60,2021-04-29
2021,2021-05-08,43,made for you,jake owen,0,english,242,0,0,NA,201,1393166,NA,3923,18,2021-04-29
2021,2021-05-08,47,no more parties,coi leray,0,english,603,0,0,NA,201,1393166,NA,1187,100,2021-04-29
2021,2021-05-08,69,nobody,dylan scott,0,english,297,0,0,NA,201,1393166,NA,2649,42,2021-04-29
2021,2021-05-08,75,one too many,keith urban,0,english,387,0,0,NA,201,1393166,NA,1926,64,2021-04-29
2021,2021-05-08,81,pick up your feelings,jazmine sullivan,0,english,510,0,0,NA,201,1393166,NA,1469,89,2021-04-29
2021,2021-05-08,66,pov,ariana grande,0,english,357,0,0,NA,201,1393166,NA,3150,28,2021-04-29
2021,2021-05-08,71,quicksand,morray,0,english,848,8,0.94,NA,201,1393166,NA,2264,51,2021-04-29
2021,2021-05-08,58,settling down,miranda lambert,0,english,283,0,0,NA,201,1393166,NA,2118,58,2021-04-29
2021,2021-05-08,65,somebody like that,tenille arts,0,english,295,0,0,NA,201,1393166,NA,2668,41,2021-04-29
2021,2021-05-08,99,way less sad,ajr,0,english,379,0,0,NA,201,1393166,NA,2497,45,2021-04-29
2021,2021-05-08,55,what's your country song,thomas rhett,0,english,274,0,0,NA,201,1393166,NA,252,501,NA
2021,2021-05-08,59,wockesha,moneybagg yo,0,english,582,1,0.17,NA,201,1393166,NA,252,501,NA
2021,2021-05-08,40,you're mines still,yung bleu,0,english,468,0,0,NA,201,1393166,NA,252,501,NA
2021,2021-05-15,71,almost maybes,jordan davis,0,english,375,0,0,NA,201,1432924,NA,2286,48,2021-05-06
2021,2021-05-15,84,big paper,dj khaled,0,english,522,0,0,1,201,1432924,NA,282,501,NA
2021,2021-05-15,87,blame it on you,jason aldean,0,english,393,0,0,NA,201,1432924,NA,2160,52,2021-05-06
2021,2021-05-15,40,breaking up was easy in the 90s,sam hunt,0,english,405,0,0,NA,201,1432924,NA,3120,21,2021-05-06
2021,2021-05-15,82,down to one,luke bryan,0,english,379,0,0,NA,201,1432924,NA,1981,57,2021-05-06
2021,2021-05-15,93,drankin n smokin,future,0,english,582,2,0.34,NA,201,1432924,NA,332,403,2021-05-06
2021,2021-05-15,66,famous friends,chris young,0,english,267,0,0,NA,201,1432924,NA,2287,47,2021-05-06
2021,2021-05-15,75,follow you,imagine dragons,0,english,275,0,0,NA,201,1432924,NA,1901,60,2021-05-06
2021,2021-05-15,80,go,moneybagg yo,0,english,421,0,0,NA,201,1432924,NA,282,501,NA
2021,2021-05-15,63,gone,dierks bentley,0,english,318,0,0,NA,201,1432924,NA,2452,38,2021-05-06
2021,2021-05-15,72,hard for the next,moneybagg yo,0,english,574,0,0,NA,201,1432924,NA,282,501,NA
2021,2021-05-15,36,hell of a view,eric church,0,english,229,0,0,NA,201,1432924,NA,2905,22,2021-05-06
2021,2021-05-15,92,hellcats and trackhawks,lil durk,0,english,530,0,0,NA,201,1432924,NA,282,501,NA
2021,2021-05-15,96,if pain was a person,moneybagg yo,0,english,996,0,0,NA,201,1432924,NA,282,501,NA
2021,2021-05-15,59,just the way,parmalee,0,english,511,0,0,NA,201,1432924,NA,2234,49,2021-05-06
2021,2021-05-15,77,lady,brett young,0,english,268,0,0,NA,201,1432924,NA,2311,46,2021-05-06
2021,2021-05-15,2,leave the door open,ava max,NA,english,476,0,0,NA,201,1432924,NA,282,501,NA
2021,2021-05-15,51,no more parties,coi leray,0,english,603,0,0,NA,201,1432924,NA,1041,134,2021-05-06
2021,2021-05-15,64,nobody,dylan scott,0,english,297,0,0,1,201,1432924,NA,2543,34,2021-05-06
2021,2021-05-15,70,one too many,keith urban,0,english,387,0,0,NA,201,1432924,NA,1814,64,2021-05-06
2021,2021-05-15,81,pick up your feelings,jazmine sullivan,0,english,510,0,0,NA,201,1432924,NA,1544,86,2021-05-06
2021,2021-05-15,55,pov,ariana grande,0,english,357,0,0,NA,201,1432924,NA,3799,12,2021-05-06
2021,2021-05-15,65,quicksand,morray,0,english,848,8,0.94,1,201,1432924,NA,2157,53,2021-05-06
2021,2021-05-15,56,settling down,miranda lambert,0,english,283,0,0,NA,201,1432924,NA,2094,55,2021-05-06
2021,2021-05-15,95,single saturday night,cole swindell,0,english,376,0,0,NA,201,1432924,NA,1822,63,2021-05-06
2021,2021-05-15,78,somebody like that,tenille arts,0,english,295,0,0,NA,201,1432924,NA,1282,108,2021-05-06
2021,2021-05-15,100,thankful,dj khaled,0,english,789,0,0,1,201,1432924,NA,282,501,NA
2021,2021-05-15,99,way less sad,ajr,0,english,379,0,0,1,201,1432924,NA,2217,51,2021-05-06
2021,2021-05-15,47,what's your country song,thomas rhett,0,english,274,0,0,NA,201,1432924,NA,282,501,NA
2021,2021-05-15,57,wockesha,moneybagg yo,0,english,582,1,0.17,NA,201,1432924,NA,282,501,NA
2021,2021-05-15,44,you're mines still,yung bleu,0,english,468,0,0,NA,201,1432924,NA,1847,61,2021-05-06
2021,2021-05-22,74,all i know so far,pink,0,english,527,0,0,1,201,1412914,NA,257,501,NA
2021,2021-05-22,64,almost maybes,jordan davis,0,english,375,0,0,1,201,1412914,NA,2534,40,2021-05-13
2021,2021-05-22,71,blame it on you,jason aldean,0,english,393,0,0,1,201,1412914,NA,2500,41,2021-05-13
2021,2021-05-22,32,breaking up was easy in the 90s,sam hunt,0,english,405,0,0,1,201,1412914,NA,3811,18,2021-05-13
2021,2021-05-22,95,country again,thomas rhett,0,english,325,0,0,NA,201,1412914,NA,1682,73,2021-05-13
2021,2021-05-22,77,down to one,luke bryan,0,english,379,0,0,NA,201,1412914,NA,2096,55,2021-05-13
2021,2021-05-22,86,drankin n smokin,future,0,english,582,2,0.34,NA,201,1412914,NA,257,501,NA
2021,2021-05-22,98,drunk and i don't wanna go home,elle king,0,english,428,0,0,NA,201,1412914,NA,257,501,NA
2021,2021-05-22,61,famous friends,chris young,0,english,267,0,0,1,201,1412914,NA,2845,34,2021-05-13
2021,2021-05-22,68,follow you,imagine dragons,0,english,275,0,0,1,201,1412914,NA,1881,62,2021-05-13
2021,2021-05-22,100,go,moneybagg yo,0,english,421,0,0,NA,201,1412914,NA,257,501,NA
2021,2021-05-22,59,gone,dierks bentley,0,english,318,0,0,1,201,1412914,NA,2870,33,2021-05-13
2021,2021-05-22,81,hard for the next,moneybagg yo,0,english,574,0,0,NA,201,1412914,NA,257,501,NA
2021,2021-05-22,30,hell of a view,eric church,0,english,229,0,0,NA,201,1412914,NA,3466,26,2021-05-13
2021,2021-05-22,93,hellcats and trackhawks,lil durk,0,english,530,0,0,NA,201,1412914,NA,257,501,NA
2021,2021-05-22,8,interlude,j. cole,0,english,196,0,0,1,201,1412914,NA,257,501,NA
2021,2021-05-22,62,just the way,parmalee,0,english,511,0,0,NA,201,1412914,NA,2359,47,2021-05-13
2021,2021-05-22,79,lady,brett young,0,english,268,0,0,NA,201,1412914,NA,2186,51,2021-05-13
2021,2021-05-22,1,leave the door open,ava max,NA,english,476,0,0,NA,201,1412914,NA,257,501,NA
2021,2021-05-22,35,made for you,jake owen,0,english,242,0,0,NA,201,1412914,NA,3764,19,2021-05-13
2021,2021-05-22,96,minimum wage,blake shelton,0,english,445,0,0,1,201,1412914,NA,2136,53,2021-05-13
2021,2021-05-22,48,no more parties,coi leray,0,english,603,0,0,NA,201,1412914,NA,1263,99,2021-05-13
2021,2021-05-22,48,no more parties,coi leray,0,english,603,0,0,NA,201,1412914,NA,1474,85,2021-05-13
2021,2021-05-22,55,nobody,dylan scott,0,english,297,0,0,NA,201,1412914,NA,2768,35,2021-05-13
2021,2021-05-22,69,one too many,keith urban,0,english,387,0,0,1,201,1412914,NA,1968,60,2021-05-13
2021,2021-05-22,76,pick up your feelings,jazmine sullivan,0,english,510,0,0,NA,201,1412914,NA,1710,69,2021-05-13
2021,2021-05-22,50,pov,ariana grande,0,english,357,0,0,1,201,1412914,NA,4401,10,2021-05-13
2021,2021-05-22,66,quicksand,morray,0,english,848,8,0.94,NA,201,1412914,NA,2448,44,2021-05-13
2021,2021-05-22,49,settling down,miranda lambert,0,english,283,0,0,1,201,1412914,NA,2416,45,2021-05-13
2021,2021-05-22,80,single saturday night,cole swindell,0,english,376,0,0,1,201,1412914,NA,2100,54,2021-05-13
2021,2021-05-22,73,street runner,rod wave,0,english,495,0,0,NA,201,1412914,NA,257,501,NA
2021,2021-05-22,63,tombstone,rod wave,0,english,388,0,0,NA,201,1412914,NA,951,117,2021-05-13
2021,2021-05-22,85,way less sad,ajr,0,english,379,0,0,NA,201,1412914,NA,2495,43,2021-05-13
2021,2021-05-22,46,what's your country song,thomas rhett,0,english,274,0,0,NA,201,1412914,NA,257,501,NA
2021,2021-05-22,42,wockesha,moneybagg yo,0,english,582,1,0.17,1,201,1412914,NA,257,501,NA
2021,2021-05-22,44,you're mines still,yung bleu,0,english,468,0,0,NA,201,1412914,NA,3628,22,2021-05-13
2021,2021-01-23,1,drivers license,olivia rodrigo,0,english,356,0,0,1,1,30433574,2021-01-14,380,316,2021-01-14
2021,2021-01-30,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,1,25860345,2021-01-21,1324,94,2021-01-21
2021,2021-01-30,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,1,25860345,2021-01-21,2251,54,2021-01-21
2021,2021-02-06,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,1,18203457,2021-01-28,2210,54,2021-01-28
2021,2021-02-06,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,1,18203457,2021-01-28,3775,20,2021-01-28
2021,2021-04-24,1,rapstar,polo g,0,english,541,0,0,1,1,16256724,2021-04-15,253,501,NA
2021,2021-04-17,2,montero,lil nas x,0,english,339,0,0,NA,1,14538057,2021-04-08,266,489,2021-04-08
2021,2021-05-01,1,rapstar,polo g,0,english,541,0,0,NA,1,14135559,2021-04-22,382,293,2021-04-22
2021,2021-03-20,1,whats next,drake,0,english,548,3,0.55,1,1,14124328,2021-03-11,1252,96,2021-03-11
2021,2021-02-13,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,1,13880496,2021-02-04,2998,32,2021-02-04
2021,2021-02-13,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,1,13880496,2021-02-04,5222,10,2021-02-04
2021,2021-04-24,2,montero,lil nas x,0,english,339,0,0,NA,2,13250956,2021-04-15,395,301,2021-04-15
2021,2021-04-24,2,montero,lil nas x,0,english,339,0,0,NA,2,13250956,2021-04-15,735,155,2021-04-15
2021,2021-04-03,1,peaches,justin bieber,0,english,491,0,0,1,1,13173274,2021-03-25,964,122,2021-03-25
2021,2021-03-20,2,wants and needs,drake,0,english,609,2,0.33,1,2,12804148,2021-03-11,535,197,2021-03-11
2021,2021-01-02,2,rockin around the christmas tree,brenda lee,0,english,119,0,0,1,1,12796698,2020-12-24,552,203,2020-12-24
2021,2021-01-02,61,rockin around the christmas tree,brenda lee,0,english,119,0,0,NA,1,12796698,2020-12-24,552,203,2020-12-24
2021,2021-04-10,1,montero,lil nas x,0,english,339,0,0,1,1,12768475,2021-04-01,259,501,NA
2021,2021-05-08,4,rapstar,polo g,0,english,541,0,0,NA,1,12305863,2021-04-29,849,134,2021-04-29
2021,2021-04-10,2,peaches,justin bieber,0,english,491,0,0,NA,2,12269418,2021-04-01,330,376,2021-04-01
2021,2021-05-15,5,kiss me more,doja cat,0,english,495,0,0,1,1,11870742,2021-05-06,1680,72,2021-05-06
2021,2021-05-15,5,kiss me more,doja cat,0,english,495,0,0,1,1,11870742,2021-05-06,2424,40,2021-05-06
2021,2021-01-02,1,all i want for christmas is you,mariah carey,0,english,356,0,0,1,2,11853295,2020-12-24,2077,56,2020-12-24
2021,2021-04-17,3,peaches,justin bieber,0,english,491,0,0,NA,2,11843594,2021-04-08,262,501,NA
2021,2021-01-02,3,jingle bell rock,bobby helms,0,english,185,0,0,1,3,11784614,2020-12-24,302,396,2020-12-24
2021,2021-02-20,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,1,11754368,2021-02-11,3511,26,2021-02-11
2021,2021-02-20,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,1,11754368,2021-02-11,6276,7,2021-02-11
2021,2021-05-22,5,kiss me more,doja cat,0,english,495,0,0,NA,1,11470788,2021-05-13,3747,20,2021-05-13
2021,2021-05-15,6,rapstar,polo g,0,english,541,0,0,NA,2,11430518,2021-05-06,367,356,2021-05-06
2021,2021-05-15,6,rapstar,polo g,0,english,541,0,0,NA,2,11430518,2021-05-06,1269,111,2021-05-06
2021,2021-05-08,6,kiss me more,doja cat,0,english,495,0,0,NA,2,11112936,2021-04-29,3111,29,2021-04-29
2021,2021-01-02,5,its the most wonderful time of the year,andy williams,0,english,182,0,0,1,4,11067032,2020-12-24,286,412,2020-12-24
2021,2021-01-02,5,its the most wonderful time of the year,andy williams,0,english,182,0,0,1,4,11067032,2020-12-24,347,338,2020-12-24
2021,2021-05-01,4,montero,lil nas x,0,english,339,0,0,NA,2,10838771,2021-04-22,525,215,2021-04-22
2021,2021-05-01,4,montero,lil nas x,0,english,339,0,0,NA,2,10838771,2021-04-22,988,119,2021-04-22
2021,2021-02-27,3,calling my phone,lil tjay,0,english,647,0,0,1,1,10660899,2021-02-18,250,501,NA
2021,2021-04-24,4,peaches,justin bieber,0,english,491,0,0,NA,3,10538561,2021-04-15,253,501,NA
2021,2021-01-02,9,last christmas,wham,0,english,382,0,0,1,5,10366103,2020-12-24,859,134,2020-12-24
2021,2021-05-22,7,rapstar,polo g,0,english,541,0,0,NA,2,10236966,2021-05-13,1684,72,2021-05-13
2021,2021-01-02,17,santa tell me,ariana grande,0,english,434,0,0,1,6,10044856,2020-12-24,321,371,2020-12-24
2021,2021-05-08,7,montero,lil nas x,0,english,339,0,0,NA,3,9994317,2021-04-29,579,187,2021-04-29
2021,2021-05-08,7,montero,lil nas x,0,english,339,0,0,NA,3,9994317,2021-04-29,1315,93,2021-04-29
2021,2021-02-27,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,2,9726007,2021-02-18,3737,23,2021-02-18
2021,2021-02-27,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,2,9726007,2021-02-18,6997,5,2021-02-18
2021,2021-05-01,3,peaches,justin bieber,0,english,491,0,0,NA,3,9577020,2021-04-22,252,501,NA
2021,2021-05-01,8,kiss me more,doja cat,0,english,495,0,0,NA,4,9460768,2021-04-22,2459,45,2021-04-22
2021,2021-03-06,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,1,9387295,2021-02-25,4226,18,2021-02-25
2021,2021-03-06,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,1,9387295,2021-02-25,7772,3,2021-02-25
2021,2021-05-15,9,montero,lil nas x,0,english,339,0,0,NA,3,9256554,2021-05-06,477,265,2021-05-06
2021,2021-05-15,9,montero,lil nas x,0,english,339,0,0,NA,3,9256554,2021-05-06,554,232,2021-05-06
2021,2021-05-15,9,montero,lil nas x,0,english,339,0,0,NA,3,9256554,2021-05-06,1522,87,2021-05-06
2021,2021-04-24,7,kiss me more,doja cat,0,english,495,0,0,NA,4,9214644,2021-04-15,2051,59,2021-04-15
2021,2021-05-15,10,your power,billie eilish,0,english,235,0,0,1,4,9162142,2021-05-06,1445,94,2021-05-06
2021,2021-01-02,23,its beginning to look a lot like christmas,michael buble,0,english,202,0,0,1,7,9072003,2020-12-24,328,363,2020-12-24
2021,2021-03-20,3,lemon pepper freestyle,drake,0,english,1158,2,0.17,1,3,9007393,2021-03-11,237,501,NA
2021,2021-03-06,8,calling my phone,lil tjay,0,english,647,0,0,NA,2,8945811,2021-02-25,418,264,2021-02-25
2021,2021-01-30,10,good days,sza,0,english,431,0,0,NA,2,8943952,2021-01-21,453,255,2021-01-21
2021,2021-02-06,9,good days,sza,0,english,431,0,0,1,2,8941860,2021-01-28,651,182,2021-01-28
2021,2021-05-22,11,miss the rage,trippie redd,0,english,596,10,1.68,1,4,8916981,2021-05-13,257,501,NA
2021,2021-04-17,8,deja vu,olivia rodrigo,0,english,297,18,6.06,1,3,8916140,2021-04-08,957,124,2021-04-08
2021,2021-05-08,3,peaches,justin bieber,0,english,491,0,0,NA,4,8697957,2021-04-29,252,501,NA
2021,2021-05-01,11,deja vu,olivia rodrigo,0,english,297,18,6.06,NA,5,8589981,2021-04-22,2265,49,2021-04-22
2021,2021-01-23,10,good days,sza,0,english,431,0,0,NA,2,8509564,2021-01-14,253,501,NA
2021,2021-03-13,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,1,8464069,2021-03-04,4606,11,2021-03-04
2021,2021-03-13,1,drivers license,olivia rodrigo,0,english,356,0,0,NA,1,8464069,2021-03-04,8435,1,2021-03-04
2021,2021-04-24,15,deja vu,olivia rodrigo,0,english,297,18,6.06,NA,5,8460050,2021-04-15,1821,75,2021-04-15
2021,2021-05-15,3,peaches,justin bieber,0,english,491,0,0,NA,5,8250068,2021-05-06,2403,43,2021-05-06
2021,2021-02-13,11,good days,sza,0,english,431,0,0,NA,2,8128775,2021-02-04,963,125,2021-02-04
2021,2021-05-22,10,montero,lil nas x,0,english,339,0,0,NA,5,8104564,2021-05-13,968,115,2021-05-13
2021,2021-05-22,10,montero,lil nas x,0,english,339,0,0,NA,5,8104564,2021-05-13,1530,79,2021-05-13
2021,2021-05-15,4,levitating,dua lipa,0,english,498,0,0,NA,6,8095391,2021-05-06,2709,26,2021-05-06
2021,2021-05-15,4,levitating,dua lipa,0,english,498,0,0,NA,6,8095391,2021-05-06,3627,16,2021-05-06
2021,2021-01-02,12,underneath the tree,kelly clarkson,0,english,312,0,0,1,8,8085266,2020-12-24,384,304,2020-12-24
2021,2021-03-13,8,calling my phone,lil tjay,0,english,647,0,0,NA,2,8074563,2021-03-04,919,126,2021-03-04
2021,2021-03-27,4,whats next,drake,0,english,548,3,0.55,NA,1,7904871,2021-03-18,1971,58,2021-03-18
2021,2021-05-08,1,save your tears,the weeknd,0,english,267,0,0,1,5,7800018,2021-04-29,7229,2,2021-04-29
2021,2021-05-22,2,levitating,dua lipa,0,english,498,0,0,1,6,7762603,2021-05-13,6011,5,2021-05-13
2021,2021-03-20,5,drivers license,olivia rodrigo,0,english,356,0,0,NA,5,7685399,2021-03-11,4499,11,2021-03-11
2021,2021-03-20,5,drivers license,olivia rodrigo,0,english,356,0,0,NA,5,7685399,2021-03-11,7294,1,2021-03-11
2021,2021-05-08,5,levitating,dua lipa,0,english,498,0,0,NA,6,7675237,2021-04-29,4960,11,2021-04-29
2021,2021-04-03,43,as i am,justin bieber,0,english,329,0,0,1,2,7640939,2021-03-25,246,501,NA
2021,2021-02-20,4,save your tears,the weeknd,0,english,267,0,0,NA,2,7611570,2021-02-11,3888,20,2021-02-11
2021,2021-05-01,5,levitating,dua lipa,0,english,498,0,0,NA,6,7551790,2021-04-22,4456,17,2021-04-22
2021,2021-02-27,11,love story,taylor swift,0,english,378,0,0,1,3,7550597,2021-02-18,250,501,NA
2021,2021-01-02,4,a holly jolly christmas,burl ives,0,english,159,0,0,1,10,7517216,2020-12-24,773,155,2020-12-24
2021,2021-02-20,13,good days,sza,0,english,431,0,0,NA,3,7462224,2021-02-11,1049,113,2021-02-11
2021,2021-05-22,3,peaches,justin bieber,0,english,491,0,0,NA,7,7437440,2021-05-13,257,501,NA
2021,2021-05-08,12,deja vu,olivia rodrigo,0,english,297,18,6.06,NA,7,7404750,2021-04-29,2391,48,2021-04-29
2021,2021-04-24,30,mr. perfectly fine,taylor swift,0,english,411,0,0,1,6,7348585,2021-04-15,253,501,NA
2021,2021-01-02,6,feliz navidad,jose feliciano,0,english,232,70,30.17,1,11,7250451,2020-12-24,992,118,2020-12-24
2021,2021-01-02,11,the christmas song,nat king cole,0,english,135,0,0,1,12,7169958,2020-12-24,244,501,NA
2021,2021-03-20,14,calling my phone,lil tjay,0,english,647,0,0,NA,6,7154375,2021-03-11,1286,94,2021-03-11
2021,2021-04-10,4,up,cardi b,0,english,536,0,0,NA,3,7143313,2021-04-01,5548,10,2021-04-01
2021,2021-03-20,40,telepatia,kali uchis,0,english,277,156,56.32,NA,7,7085168,2021-03-11,237,501,NA
2021,2021-04-03,20,hold on,justin bieber,0,english,323,0,0,1,3,7080565,2021-03-25,808,144,2021-03-25
2021,2021-05-01,12,solid,young thug,0,english,692,0,0,1,7,7065777,2021-04-22,252,501,NA
2021,2021-04-17,4,up,cardi b,0,english,536,0,0,NA,4,7055344,2021-04-08,5486,11,2021-04-08
2021,2021-03-27,10,wants and needs,drake,0,english,609,2,0.33,NA,2,7024370,2021-03-18,368,289,2021-03-18
2021,2021-04-03,2,up,cardi b,0,english,536,0,0,NA,4,6997937,2021-03-25,5681,9,2021-03-25
2021,2021-02-20,3,blinding lights,the weeknd,0,english,259,0,0,NA,4,6944779,2021-02-11,4905,12,2021-02-11
2021,2021-05-15,15,deja vu,olivia rodrigo,0,english,297,18,6.06,NA,7,6896410,2021-05-06,869,158,2021-05-06
2021,2021-05-15,15,deja vu,olivia rodrigo,0,english,297,18,6.06,NA,7,6896410,2021-05-06,2428,39,2021-05-06
2021,2021-02-20,2,up,cardi b,0,english,536,0,0,NA,5,6865504,2021-02-11,2130,60,2021-02-11
2021,2021-01-02,8,let it snow let it snow let it snow,dean martin,0,english,167,0,0,1,13,6835631,2020-12-24,489,234,2020-12-24
2021,2021-03-20,6,up,cardi b,0,english,536,0,0,NA,8,6830615,2021-03-11,4040,15,2021-03-11
2021,2021-03-27,3,drivers license,olivia rodrigo,0,english,356,0,0,NA,3,6825142,2021-03-18,4760,10,2021-03-18
2021,2021-03-27,3,drivers license,olivia rodrigo,0,english,356,0,0,NA,3,6825142,2021-03-18,7147,1,2021-03-18
2021,2021-02-13,18,streets,doja cat,0,english,432,4,0.93,NA,3,6814883,2021-02-04,256,501,NA
2021,2021-03-27,1,up,cardi b,0,english,536,0,0,1,4,6812511,2021-03-18,4895,9,2021-03-18
2021,2021-03-27,43,telepatia,kali uchis,0,english,277,156,56.32,NA,5,6795822,2021-03-18,242,498,2021-03-18
2021,2021-04-17,10,astronaut in the ocean,masked wolf,0,english,441,0,0,NA,5,6786324,2021-04-08,279,461,2021-04-08
2021,2021-04-17,10,astronaut in the ocean,masked wolf,0,english,441,0,0,NA,5,6786324,2021-04-08,2266,56,2021-04-08
