year,date,rank,song,artist,binary,language,total_words,non_e_words,percent,individual songs,position,streams,spotify date,spins,radio_rank
2021,2021-03-06,88,Chicken Tendies,Clinton Kane,0,english,292,0,0.00,1,,,,,
2021,2021-03-06,89,Pick Up Your Feelings,Jazmine Sullivan,0,english,510,0,0.00,,,,,,
2021,2021-03-06,90,ZaZa,6ix9ine,0,english,343,0,0.00,1,,,,,
2021,2021-03-06,91,Almost Maybes,Jordan Davis,0,english,375,0,0.00,,,,,,
2021,2021-03-06,92,Made For You,Jake Owen,0,english,242,0,0.00,,,,,,
2021,2021-03-06,93,Glad You Exist,Dan and Shay,0,english,288,0,0.00,,,,,,
2021,2021-03-06,94,Afterglow,Ed Sheeran,0,english,239,0,0.00,,,,,,
2021,2021-03-06,95,Cover Me Up,Morgan Wallen,0,english,272,0,0.00,,,,,,
2021,2021-03-06,96,The Business,Tiesto,0,english,292,0,0.00,,,,,,
2021,2021-03-06,97,Hello,Pop Smoke,0,english,530,13,2.45,,,,,,
2021,2021-03-06,98,Monster,Shawn Mendes,0,english,326,0,0.00,,,,,,
2021,2021-03-06,99,Track Star,Mooski,0,english,494,0,0.00,,,,,,
2021,2021-03-06,100,Like I Want You,Giveon,0,english,318,0,0.00,,,,,,
2021,2021-03-13,1,Drivers License,Olivia Rodrigo,0,english,356,0,0.00,,,,,,
2021,2021-03-13,2,Up,Cardi B,0,english,536,0,0.00,,,,,,
2021,2021-03-13,3,Blinding Lights,The Weeknd,0,english,259,0,0.00,,,,,,
2021,2021-03-13,4,34 plus 35,Ariana Grande,0,english,485,0,0.00,,,,,,
2021,2021-03-13,5,Go Crazy,Chris Brown,0,english,563,0,0.00,,,,,,
2021,2021-03-13,6,Save Your Tears,The Weeknd,0,english,267,0,0.00,,,,,,
2021,2021-03-13,7,Mood,24kGoldn,0,english,455,0,0.00,,,,,,
2021,2021-03-13,8,Calling My Phone,Lil Tjay,0,english,647,0,0.00,,,,,,
2021,2021-03-13,9,What You Know Bout Love,Pop Smoke,0,english,464,0,0.00,1,,,,,
2021,2021-03-13,10,Levitating,Dua Lipa,0,english,498,0,0.00,,,,,,
2021,2021-03-13,11,Positions,Ariana Grande,0,english,351,0,0.00,,,,,,
2021,2021-03-13,12,Therefore I Am,Billie Eilish,0,english,323,0,0.00,,,,,,
2021,2021-03-13,13,Back In Blood,Pooh Shiesty,0,english,716,0,0.00,,,,,,
2021,2021-03-13,14,For The Night,Pop Smoke,0,english,581,0,0.00,,,,,,
2021,2021-03-13,15,Beat Box,SpotemGottem,0,english,336,0,0.00,,,,,,
2021,2021-03-13,16,Dakiti,Bad Bunny,1,spanish,415,415,100.00,,,,,,
2021,2021-03-13,17,you broke me first,Tate McRae,0,english,328,0,0.00,1,,,,,
2021,2021-03-13,18,Whoopty,CJ,0,english,395,11,2.78,,,,,,
2021,2021-03-13,19,You're Mines Still,Yung Bleu,0,english,468,0,0.00,,,,,,
2021,2021-03-13,20,Good Time,Niko Moon,0,english,371,0,0.00,1,,,,,
2021,2021-03-13,21,My Exs Best Friend,Machine Gun Kelly,0,english,365,0,0.00,,,,,,
2021,2021-03-13,22,Best Friend,Saweetie,0,english,529,0,0.00,,,,,,
2021,2021-03-13,23,Good Days,SZA,0,english,431,0,0.00,,,,,,
2021,2021-03-13,24,I Hope,Gabby Barrett,0,english,471,0,0.00,,,,,,
2021,2021-03-13,25,On Me,Lil Baby,0,english,490,0,0.00,,,,,,
2021,2021-03-13,26,Streets,Doja Cat,0,english,432,4,0.93,,,,,,
2021,2021-03-13,27,Better Together,Luke Combs,0,english,334,0,0.00,,,,,,
2021,2021-03-13,28,Throat Baby,BRS Kash,0,english,803,4,0.50,,,,,,
2021,2021-03-13,29,Holy,Justin Bieber,0,english,509,0,0.00,,,,,,
2021,2021-03-13,30,Put Your Records On,Ritt Momney,0,english,271,0,0.00,1,,,,,
2021,2021-03-13,31,Anyone,Justin Bieber,0,english,325,0,0.00,,,,,,
2021,2021-03-13,32,Willow,Taylor Swift,0,english,412,0,0.00,,,,,,
2021,2021-03-13,33,Just The Way,Parmalee,0,english,511,0,0.00,,,,,,
2021,2021-03-13,34,Without You,The Kid LAROI,0,english,309,0,0.00,,,,,,
2021,2021-03-13,35,Bang,AJR,0,english,362,0,0.00,,,,,,
2021,2021-03-13,36,Down To One,Luke Bryan,0,english,379,0,0.00,1,,,,,
2021,2021-03-13,37,No More Parties,Coi Leray,0,english,603,0,0.00,,,,,,
2021,2021-03-13,38,Lemonade,Internet Money,0,english,398,1,0.25,,,,,,
2021,2021-03-13,39,Telepatia,Kali Uchis,0,english,277,156,56.32,1,,,,,
2021,2021-03-13,40,The Good Ones,Gabby Barrett,0,english,290,0,0.00,,,,,,
2021,2021-03-13,41,Lonely,Justin Bieber,0,english,173,0,0.00,,,,,,
2021,2021-03-13,42,Cry Baby,Megan Thee Stallion,0,english,511,0,0.00,,,,,,
2021,2021-03-13,43,Dynamite,BTS,0,english,450,0,0.00,,,,,,
2021,2021-03-13,44,What's Your Country Song,Thomas Rhett,0,english,274,0,0.00,,,,,,
2021,2021-03-13,45,My Head And My Heart,Ava Max,0,english,302,0,0.00,1,,,,,
2021,2021-03-13,46,Damage,her,0,english,291,0,0.00,,,,,,
2021,2021-03-13,47,Laugh Now Cry Later,Drake,0,english,602,0,0.00,,,,,,
2021,2021-03-13,48,Starting Over,Chris Stapleton,0,english,257,0,0.00,,,,,,
2021,2021-03-13,49,Astronaut In The Ocean,Masked Wolf,0,english,441,0,0.00,,,,,,
2021,2021-03-13,50,Time Today,Moneybagg Yo,0,english,570,0,0.00,,,,,,
2021,2021-03-13,51,We're Good,Dua Lipa,0,english,294,0,0.00,,,,,,
2021,2021-03-13,52,Long Live,Florida Georgia Line,0,english,269,0,0.00,,,,,,
2021,2021-03-13,53,Beers And Sunshine,Darius Rucker,0,english,301,0,0.00,,,,,,
2021,2021-03-13,54,Heartbreak Anniversary,Giveon,0,english,266,0,0.00,,,,,,
2021,2021-03-13,55,Monsters,All Time Low,0,english,458,0,0.00,,,,,,
2021,2021-03-13,56,Body,Megan Thee Stallion,0,english,480,0,0.00,,,,,,
2021,2021-03-13,57,Buss It,Erica Banks,0,english,478,3,0.63,,,,,,
2021,2021-03-13,58,Goosebumps,Travis Scott,0,english,539,0,0.00,,,,,,
2021,2021-03-13,59,Golden,Harry Styles,0,english,210,0,0.00,,,,,,
2021,2021-03-13,60,Lady,Brett Young,0,english,268,0,0.00,,,,,,
2021,2021-03-13,61,Heat Waves,Glass Animals,0,english,417,0,0.00,,,,,,
2021,2021-03-13,62,Wasted On You,Morgan Wallen,0,english,278,0,0.00,,,,,,
2021,2021-03-13,63,La Noche de Anoche,Bad Bunny,1,spanish,499,499,100.00,,,,,,
2021,2021-03-13,64,AP,Pop Smoke,0,english,447,0,0.00,1,,,,,
2021,2021-03-13,65,Forever After All,Luke Combs,0,english,304,0,0.00,,,,,,
2021,2021-03-13,66,Track Star,Mooski,0,english,494,0,0.00,,,,,,
2021,2021-03-13,67,Mommas House,Dustin Lynch,0,english,374,0,0.00,,,,,,
2021,2021-03-13,68,Sand In My Boots,Morgan Wallen,0,english,286,3,1.05,,,,,,
2021,2021-03-13,69,Girl Like Me,Black Eyed Peas,0,english,474,142,29.96,,,,,,
2021,2021-03-13,70,Hell Of A View,Eric Church,0,english,229,0,0.00,,,,,,
2021,2021-03-13,71,Lifestyle,Jason Derulo,0,english,277,0,0.00,1,,,,,
2021,2021-03-13,72,Masterpiece,DaBaby,0,english,881,0,0.00,,,,,,
2021,2021-03-13,73,Somebody Like That,Tenille Arts,0,english,295,0,0.00,,,,,,
2021,2021-03-13,74,Only Wanna Be With You,Post Malone,0,english,293,0,0.00,1,,,,,
2021,2021-03-13,75,One Too Many,Keith Urban,0,english,387,0,0.00,,,,,,
2021,2021-03-13,76,Neighbors,Pooh Shiesty,0,english,724,1,0.14,,,,,,
2021,2021-03-13,77,You Got It,VEDO,0,english,473,0,0.00,,,,,,
2021,2021-03-13,78,Tyler Herro,Jack Harlow,0,english,566,0,0.00,,,,,,
2021,2021-03-13,79,Finesse Out The Gang Way,Lil durk,0,english,716,0,0.00,,,,,,
2021,2021-03-13,80,Opp Stoppa,YBN Nahmir,0,english,516,0,0.00,,,,,,
2021,2021-03-13,81,The Business,Tiesto,0,english,292,0,0.00,,,,,,
2021,2021-03-13,82,Bandido,Myke Towers,1,spanish,598,598,100.00,,,,,,
