"year","date","rank","song","artist","binary","language","total_words","non_e_words","percent","unique","position","streams","spins","radio_rank"
2020,2020-01-18,87,"tusa","karol g",1,"spanish",431,312,72.39,0,65,2672855,214,501
2020,2020-01-18,88,"jerry sprunger","tory lanez",0,"english",664,0,0,0,201,1536995,1343,73
2020,2020-01-18,89,"enemies","post malone",0,"english",590,0,0,0,95,2261666,1227,81
2020,2020-01-18,90,"all i want","olivia rodrigo",0,"english",256,0,0,1,69,2592546,214,501
2020,2020-01-18,91,"july","noah cyrus",0,"english",187,0,0,0,56,2876332,214,501
2020,2020-01-18,92,"vete","bad bunny",1,"spanish",376,376,100,0,82,2423803,214,501
2020,2020-01-18,93,"i hope youre happy now","carly pearce",0,"english",224,0,0,0,201,1536995,1073,92
2020,2020-01-18,94,"2020","lil tjay",0,"english",719,0,0,1,105,2200712,214,501
2020,2020-01-18,95,"say so","doja cat",0,"english",460,0,0,0,32,3895584,214,501
2020,2020-01-18,96,"make no sense","youngboy never broke again",0,"english",506,0,0,0,55,2938857,214,501
2020,2020-01-18,97,"slow dance in a parking lot","jordan davis",0,"english",277,0,0,0,201,1536995,214,501
2020,2020-01-18,98,"orange soda","baby keem",0,"english",350,0,0,1,57,2862847,499,200
2020,2020-01-18,99,"all dat","moneybagg yo",0,"english",595,1,0.17,0,201,1536995,800,119
2020,2020-01-18,100,"what to do","jackboys",0,"english",431,0,0,0,87,2390464,214,501
2020,2020-01-25,1,"the box","roddy ricch",0,"english",540,3,0.56,0,1,24966901,1376,74
2020,2020-01-25,2,"life is good","future",0,"english",785,0,0,0,2,19857892,1534,65
2020,2020-01-25,3,"circles","post malone",0,"english",314,0,0,0,7,7859515,8919,1
2020,2020-01-25,4,"memories","maroon 5",0,"english",442,0,0,0,37,4253953,7301,5
2020,2020-01-25,5,"lose you to love me","selena gomez",0,"english",359,0,0,1,19,5601540,7729,3
2020,2020-01-25,6,"someone you loved","lewis capaldi",0,"english",323,0,0,0,34,4448053,315,323
2020,2020-01-25,7,"10000 hours","dan and shay",0,"english",319,0,0,0,54,3137131,7535,4
2020,2020-01-25,8,"dance monkey","tones and i",0,"english",434,0,0,0,13,6946479,4662,11
2020,2020-01-25,9,"roxanne","arizona zervas",0,"english",355,0,0,0,4,9694099,5803,7
2020,2020-01-25,10,"yummy","justin bieber",0,"english",445,2,0.45,0,6,8000710,5606,8
2020,2020-01-25,11,"good as hell","lizzo",0,"english",371,0,0,0,198,1647706,8054,2
2020,2020-01-25,12,"bop","dababy",0,"english",708,0,0,0,5,8702093,3396,21
2020,2020-01-25,13,"ballin","dj mustard",0,"english",577,5,0.87,0,14,6769542,4552,13
2020,2020-01-25,14,"dont start now","dua lipa",0,"english",278,0,0,0,21,5459978,4587,12
2020,2020-01-25,15,"highest in the room","travis scott",0,"english",360,3,0.83,0,42,3698310,235,436
2020,2020-01-25,16,"sum 2 prove","lil baby",0,"english",901,1,0.11,1,18,5770137,208,501
2020,2020-01-25,17,"good news","mac miller",0,"english",454,0,0,1,3,10602587,208,501
2020,2020-01-25,18,"heartless","the weeknd",0,"english",378,0,0,0,131,2041934,5216,10
2020,2020-01-25,19,"no guidance","chris brown",0,"english",612,0,0,0,55,3130574,3267,22
2020,2020-01-25,20,"trampoline","shaed",0,"english",218,0,0,0,120,2122901,5248,9
2020,2020-01-25,21,"woah","lil baby",0,"english",664,1,0.15,0,27,4976430,2158,42
2020,2020-01-25,22,"everything i wanted","billie eilish",0,"english",305,0,0,0,17,5944121,2949,26
2020,2020-01-25,23,"the bones","maren morris",0,"english",319,0,0,0,201,1640824,3426,20
2020,2020-01-25,24,"senorita","shawn mendes",0,"english",357,5,1.4,0,61,2982166,2716,29
2020,2020-01-25,25,"hot girl bummer","blackbear",0,"english",513,0,0,0,25,4991158,3530,18
2020,2020-01-25,26,"adore you","harry styles",0,"english",303,0,0,0,20,5585825,2881,27
2020,2020-01-25,27,"high fashion","roddy ricch",0,"english",629,4,0.64,0,36,4351721,208,501
2020,2020-01-25,28,"panini","lil nas x",0,"english",212,2,0.94,0,161,1839882,4119,14
2020,2020-01-25,29,"you should be sad","halsey",0,"english",391,0,0,0,15,6348620,905,111
2020,2020-01-25,30,"rare","selena gomez",0,"english",379,0,0,1,12,7051232,208,501
2020,2020-01-25,31,"hot","young thug",0,"english",572,0,0,0,109,2216008,456,219
2020,2020-01-25,32,"blinding lights","the weeknd",0,"english",259,0,0,0,16,6219918,1439,69
2020,2020-01-25,33,"truth hurts","lizzo",0,"english",428,0,0,0,51,3224967,3870,15
2020,2020-01-25,34,"only human","jonas brothers",0,"english",329,0,0,0,201,1640824,3726,16
2020,2020-01-25,35,"bandit","juice wrld",0,"english",627,0,0,0,11,7129959,491,200
2020,2020-01-25,36,"one man band","old dominion",0,"english",315,0,0,0,123,2103073,2254,41
2020,2020-01-25,37,"even though im leaving","luke combs",0,"english",340,0,0,0,196,1655985,2683,31
2020,2020-01-25,38,"i dont care","ed sheeran",0,"english",531,0,0,0,130,2048481,2121,45
2020,2020-01-25,39,"suicidal","ynw melly",0,"english",442,0,0,0,10,7153726,208,501
2020,2020-01-25,40,"bad guy","billie eilish",0,"english",222,0,0,0,44,3569232,2485,33
2020,2020-01-25,41,"falling","trevor daniel",0,"english",328,0,0,0,75,2630789,422,235
2020,2020-01-25,42,"sucker","jonas brothers",0,"english",381,0,0,0,133,2026084,2785,28
2020,2020-01-25,43,"futsal shuffle 2020","lil uzi vert",0,"english",762,2,0.26,0,9,7237819,208,501
2020,2020-01-25,44,"my oh my","camila cabello",0,"english",443,0,0,0,26,4978196,1710,58
2020,2020-01-25,45,"juicy","doja cat",0,"english",690,0,0,0,111,2201775,3105,23
2020,2020-01-25,46,"on chill","wale",0,"english",576,0,0,0,201,1640824,3628,17
2020,2020-01-25,47,"heartache medication","jon pardi",0,"english",240,0,0,0,201,1640824,2950,25
2020,2020-01-25,48,"talk","khalid",0,"english",278,0,0,0,124,2088086,2337,39
2020,2020-01-25,49,"what if i never get over you","lady antebellum",0,"english",291,0,0,0,201,1640824,208,501
2020,2020-01-25,50,"lover","taylor swift",0,"english",284,0,0,0,201,1640824,2264,40
2020,2020-01-25,51,"kinfolks","sam hunt",0,"english",377,0,0,0,201,1640824,2370,37
2020,2020-01-25,52,"ridin roads","dustin lynch",0,"english",367,0,0,0,201,1640824,2415,34
2020,2020-01-25,53,"u played","moneybagg yo",0,"english",684,0,0,1,101,2296195,208,501
2020,2020-01-25,54,"playing games","summer walker",0,"english",269,0,0,0,201,1640824,2147,44
2020,2020-01-25,55,"toes","dababy",0,"english",625,0,0,1,22,5342847,208,501
2020,2020-01-25,56,"south of the border","ed sheeran",0,"english",603,35,5.8,0,146,1919471,2106,46
2020,2020-01-25,57,"vibez","dababy",0,"english",599,0,0,0,24,5068910,208,501
2020,2020-01-25,58,"graveyard","halsey",0,"english",370,0,0,0,142,1939575,1776,54
2020,2020-01-25,59,"heat","chris brown",0,"english",659,0,0,0,201,1640824,2697,30
2020,2020-01-25,60,"homesick","kane brown",0,"english",274,0,0,0,201,1640824,2095,48
2020,2020-01-25,61,"heart on ice","rod wave",0,"english",262,0,0,0,163,1833541,322,313
2020,2020-01-25,62,"start wit me","roddy ricch",0,"english",595,0,0,0,48,3365324,208,501
2020,2020-01-25,63,"no idea","don toliver",0,"english",412,0,0,0,28,4875553,208,501
2020,2020-01-25,64,"i hope","gabby barrett",0,"english",471,0,0,0,201,1640824,1013,100
2020,2020-01-25,65,"out west","jackboys",0,"english",492,0,0,0,31,4650669,208,501
2020,2020-01-25,66,"sugar","brockhampton",0,"english",550,0,0,1,23,5070654,243,415
2020,2020-01-25,67,"ritmo bad boys for life","black eyed peas",0,"english",600,281,46.83,0,98,2313956,208,501
2020,2020-01-25,68,"best on earth","russ",0,"english",485,0,0,0,132,2030285,1792,52
2020,2020-01-25,69,"tusa","karol g",1,"spanish",431,312,72.39,0,52,3196388,208,501
2020,2020-01-25,70,"take what you want","post malone",0,"english",471,0,0,0,91,2437584,260,379
2020,2020-01-25,71,"slide","her",0,"english",560,6,1.07,0,168,1820184,1578,64
2020,2020-01-25,72,"we back","jason aldean",0,"english",388,0,0,0,201,1640824,2096,47
2020,2020-01-25,73,"what she wants tonight","luke bryan",0,"english",377,0,0,0,201,1640824,1780,53
2020,2020-01-25,74,"make me want to","jimmie allen",0,"english",322,0,0,0,201,1640824,2153,43
2020,2020-01-25,75,"i wish grandpas never died","riley green",0,"english",336,0,0,0,201,1640824,1326,77
2020,2020-01-25,76,"more hearts than mine","ingrid andress",0,"english",305,0,0,0,201,1640824,1423,71
2020,2020-01-25,77,"say so","doja cat",0,"english",460,0,0,0,29,4666950,208,501
2020,2020-01-25,78,"camelot","nle choppa",0,"english",663,2,0.3,0,66,2897523,208,501
2020,2020-01-25,79,"make no sense","youngboy never broke again",0,"english",506,0,0,0,60,3002367,208,501
2020,2020-01-25,80,"remember you young","thomas rhett",0,"english",233,0,0,0,201,1640824,1747,56
2020,2020-01-25,81,"easy","danileigh",0,"english",360,0,0,0,201,1640824,215,483
2020,2020-01-25,82,"tip toe","roddy ricch",0,"english",600,7,1.17,0,49,3255433,208,501
2020,2020-01-25,83,"eleven","khalid",0,"english",393,0,0,1,38,4170655,208,501
2020,2020-01-25,84,"all dat","moneybagg yo",0,"english",595,1,0.17,1,201,1640824,994,101
2020,2020-01-25,85,"leave em alone","layton greene",0,"english",526,0,0,0,201,1640824,208,501
2020,2020-01-25,86,"conversations in the dark","john legend",0,"english",347,0,0,1,201,1640824,208,501
2020,2020-01-25,87,"i hope youre happy now","carly pearce",0,"english",224,0,0,0,201,1640824,1284,81
2020,2020-01-25,88,"jerry sprunger","tory lanez",0,"english",664,0,0,0,201,1640824,1622,60
2020,2020-01-25,89,"protect da brand","moneybagg yo",0,"english",816,0,0,1,201,1640824,208,501
2020,2020-01-25,90,"into the unknown","idina menzel",0,"english",303,0,0,0,110,2206916,208,501
2020,2020-01-25,91,"vete","bad bunny",1,"spanish",376,376,100,0,85,2494324,208,501
2020,2020-01-25,92,"look at her now.","selena gomez",0,"english",364,0,0,1,201,1640824,208,501
2020,2020-01-25,93,"homecoming queen","kelsea ballerini",0,"english",245,0,0,0,201,1640824,1186,89
2020,2020-01-25,94,"watermelon sugar","harry styles",0,"english",233,0,0,0,35,4418408,208,501
2020,2020-01-25,95,"nice to meet ya","niall horan",0,"english",278,4,1.44,0,201,1640824,1304,79
2020,2020-01-25,96,"july","noah cyrus",0,"english",187,0,0,0,62,2969965,208,501
2020,2020-01-25,97,"peta","roddy ricch",0,"english",808,0,0,0,68,2854560,208,501
2020,2020-01-25,98,"223s","ynw melly",0,"english",561,0,0,0,45,3536165,208,501
2020,2020-01-25,99,"slow dance in a parking lot","jordan davis",0,"english",277,0,0,0,201,1640824,208,501
2020,2020-01-25,100,"all i want","olivia rodrigo",0,"english",256,0,0,0,64,2955312,208,501
2020,2020-02-01,1,"the box","roddy ricch",0,"english",540,3,0.56,0,1,24118640,2253,44
2020,2020-02-01,2,"life is good","future",0,"english",785,0,0,0,3,15018838,768,135
2020,2020-02-01,3,"godzilla","eminem",0,"english",952,1,0.11,1,2,15885437,212,501
2020,2020-02-01,4,"circles","post malone",0,"english",314,0,0,0,11,7124530,8837,1
2020,2020-02-01,5,"memories","maroon 5",0,"english",442,0,0,0,58,3898273,7344,5
2020,2020-02-01,6,"10000 hours","dan and shay",0,"english",319,0,0,0,76,3158397,11790,3
2020,2020-02-01,7,"dance monkey","tones and i",0,"english",434,0,0,0,13,6565240,4793,12
2020,2020-02-01,8,"someone you loved","lewis capaldi",0,"english",323,0,0,0,50,4163887,298,350
2020,2020-02-01,9,"roxanne","arizona zervas",0,"english",355,0,0,0,5,9144336,225,469
2020,2020-02-01,10,"lose you to love me","selena gomez",0,"english",359,0,0,0,48,4232127,7858,2
2020,2020-02-01,11,"yummy","justin bieber",0,"english",445,2,0.45,0,17,6290246,4948,11
2020,2020-02-01,12,"good as hell","lizzo",0,"english",371,0,0,0,201,1709302,7426,4
2020,2020-02-01,13,"bop","dababy",0,"english",708,0,0,0,7,7819132,3962,15
2020,2020-02-01,14,"ballin","dj mustard",0,"english",577,5,0.87,0,18,6252784,4458,13
2020,2020-02-01,15,"dont start now","dua lipa",0,"english",278,0,0,0,31,5143850,5013,9
2020,2020-02-01,16,"what a man gotta do","jonas brothers",0,"english",401,0,0,1,27,5637121,2302,39
2020,2020-02-01,17,"highest in the room","travis scott",0,"english",360,3,0.83,0,86,2951951,3509,21
2020,2020-02-01,18,"good news","mac miller",0,"english",454,0,0,0,4,11115754,212,501
2020,2020-02-01,19,"heartless","the weeknd",0,"english",378,0,0,0,147,2032839,5786,8
2020,2020-02-01,20,"high fashion","roddy ricch",0,"english",629,4,0.64,1,26,5752677,212,501
2020,2020-02-01,21,"blinding lights","the weeknd",0,"english",259,0,0,0,15,6375572,2077,49
2020,2020-02-01,22,"the bones","maren morris",0,"english",319,0,0,0,201,1709302,3758,17
2020,2020-02-01,23,"everything i wanted","billie eilish",0,"english",305,0,0,0,28,5538223,3198,24
2020,2020-02-01,24,"trampoline","shaed",0,"english",218,0,0,0,165,1908956,2048,51
2020,2020-02-01,25,"no guidance","chris brown",0,"english",612,0,0,0,91,2883744,2942,26
2020,2020-02-01,26,"you should be sad","halsey",0,"english",391,0,0,1,12,7024529,1526,69
2020,2020-02-01,27,"hot girl bummer","blackbear",0,"english",513,0,0,0,35,4767460,1643,64
2020,2020-02-01,28,"darkness","eminem",0,"english",1090,4,0.37,1,24,5835689,212,501
2020,2020-02-01,29,"woah","lil baby",0,"english",664,1,0.15,0,43,4489675,1154,94
2020,2020-02-01,30,"senorita","shawn mendes",0,"english",357,5,1.4,0,98,2774584,2476,33
2020,2020-02-01,31,"those kinda nights","eminem featuring ed sheeran",0,"english",617,2,0.32,1,25,5814562,212,501
2020,2020-02-01,32,"adore you","harry styles",0,"english",303,0,0,0,34,4788395,2937,27
2020,2020-02-01,33,"sum 2 prove","lil baby",0,"english",901,1,0.11,0,40,4639157,212,501
2020,2020-02-01,34,"suicidal","ynw melly",0,"english",442,0,0,0,8,7452633,212,501
2020,2020-02-01,35,"only human","jonas brothers",0,"english",329,0,0,0,201,1709302,3551,19
2020,2020-02-01,36,"unaccommodating","eminem",0,"english",938,0,0,1,20,5944768,212,501
2020,2020-02-01,37,"falling","trevor daniel",0,"english",328,0,0,0,121,2318053,554,188
2020,2020-02-01,38,"blue world","mac miller",0,"english",393,0,0,1,6,7899988,212,501
2020,2020-02-01,39,"panini","lil nas x",0,"english",212,2,0.94,0,145,2044933,3727,18
2020,2020-02-01,40,"my oh my","camila cabello",0,"english",443,0,0,0,41,4525444,2283,41
2020,2020-02-01,41,"bad guy","billie eilish",0,"english",222,0,0,0,69,3421822,2409,35
2020,2020-02-01,42,"hot","young thug",0,"english",572,0,0,0,149,2029128,391,258
2020,2020-02-01,43,"truth hurts","lizzo",0,"english",428,0,0,0,87,2933648,1296,85
2020,2020-02-01,44,"i dont care","ed sheeran",0,"english",531,0,0,0,161,1943717,1895,56
2020,2020-02-01,45,"even though im leaving","luke combs",0,"english",340,0,0,0,201,1709302,2444,34
2020,2020-02-01,46,"one man band","old dominion",0,"english",315,0,0,0,164,1925331,2014,53
2020,2020-02-01,47,"bandit","juice wrld",0,"english",627,0,0,0,14,6400242,340,302
2020,2020-02-01,48,"circles","post malone",0,"english",161,0,0,0,9,14357083,8837,1
2020,2020-02-01,49,"sucker","jonas brothers",0,"english",381,0,0,0,156,1983911,2611,30
2020,2020-02-01,50,"juicy","doja cat",0,"english",690,0,0,0,142,2064241,3247,23
2020,2020-02-01,51,"heartache medication","jon pardi",0,"english",240,0,0,0,201,1709302,2978,25
2020,2020-02-01,52,"you gon learn","eminem",0,"english",893,0,0,1,22,5936909,212,501
2020,2020-02-01,53,"kinfolks","sam hunt",0,"english",377,0,0,0,201,1709302,2635,29
2020,2020-02-01,54,"graveyard","halsey",0,"english",370,0,0,0,82,3045080,903,113
2020,2020-02-01,55,"tusa","karol g",1,"spanish",431,312,72.39,0,54,4053669,212,501
2020,2020-02-01,56,"south of the border","ed sheeran",0,"english",603,35,5.8,0,169,1890403,2302,38
2020,2020-02-01,57,"black swan","bts",1,"korean",334,195,58.38,1,47,4389753,212,501
2020,2020-02-01,58,"pussy fairy","jhene aiko",0,"english",351,0,0,0,151,2013076,212,501
2020,2020-02-01,59,"futsal shuffle 2020","lil uzi vert",0,"english",762,2,0.26,0,19,6219042,212,501
2020,2020-02-01,60,"ridin roads","dustin lynch",0,"english",367,0,0,0,201,1709302,2084,48
2020,2020-02-01,61,"leaving heaven","eminem",0,"english",927,0,0,1,45,4482016,212,501
2020,2020-02-01,62,"ritmo bad boys for life","black eyed peas",0,"english",600,281,46.83,0,109,2454963,212,501
2020,2020-02-01,63,"complicated","mac miller",0,"english",190,0,0,1,21,5940290,212,501
2020,2020-02-01,64,"hand me downs","mac miller",0,"english",387,0,0,1,23,5922209,212,501
2020,2020-02-01,65,"toes","dababy",0,"english",625,0,0,0,29,5282524,212,501
2020,2020-02-01,66,"homesick","kane brown",0,"english",274,0,0,0,201,1709302,2248,45
2020,2020-02-01,67,"premonition intro","eminem",0,"english",576,0,0,1,44,4483648,212,501
2020,2020-02-01,68,"i can see","mac miller",0,"english",225,0,0,1,16,6356883,212,501
2020,2020-02-01,69,"vibez","dababy",0,"english",599,0,0,0,37,4716679,212,501
2020,2020-02-01,70,"slide","her",0,"english",560,6,1.07,0,201,1709302,1641,65
2020,2020-02-01,71,"in too deep","eminem",0,"english",584,0,0,1,42,4516931,212,501
2020,2020-02-01,72,"heart on ice","rod wave",0,"english",262,0,0,0,201,1709302,490,212
2020,2020-02-01,73,"i hope","gabby barrett",0,"english",471,0,0,0,201,1709302,1107,98
2020,2020-02-01,74,"start wit me","roddy ricch",0,"english",595,0,0,0,80,3109410,212,501
2020,2020-02-01,75,"woods","mac miller",0,"english",304,0,0,1,30,5268900,212,501
2020,2020-02-01,76,"nobody but you","blake shelton",0,"english",352,0,0,0,201,1709302,428,238
2020,2020-02-01,77,"no idea","don toliver",0,"english",412,0,0,0,38,4705000,212,501
2020,2020-02-01,78,"sugar","brockhampton",0,"english",550,0,0,0,32,5084244,284,360
2020,2020-02-01,79,"best on earth","russ",0,"english",485,0,0,0,160,1956046,2029,52
2020,2020-02-01,80,"everybody","mac miller",0,"english",230,0,0,1,33,5051600,212,501
2020,2020-02-01,81,"rare","selena gomez",0,"english",379,0,0,0,39,4659516,212,501
2020,2020-02-01,82,"u played","moneybagg yo",0,"english",684,0,0,0,136,2161690,212,501
2020,2020-02-01,83,"marsh","eminem",0,"english",757,5,0.66,1,61,3802321,212,501
2020,2020-02-01,84,"no regrets","eminem",0,"english",691,2,0.29,1,53,4065478,212,501
2020,2020-02-01,85,"out west","jackboys",0,"english",492,0,0,0,55,3992080,212,501
2020,2020-02-01,86,"more hearts than mine","ingrid andress",0,"english",305,0,0,0,201,1709302,1506,70
2020,2020-02-01,87,"i wish grandpas never died","riley green",0,"english",336,0,0,0,201,1709302,1370,80
2020,2020-02-01,88,"make me want to","jimmie allen",0,"english",322,0,0,0,201,1709302,2074,50
2020,2020-02-01,89,"lock it up","eminem",0,"english",587,0,0,1,59,3896425,212,501
2020,2020-02-01,90,"what she wants tonight","luke bryan",0,"english",377,0,0,0,201,1709302,1801,59
2020,2020-02-01,91,"surf","mac miller",0,"english",315,0,0,1,46,4424533,212,501
2020,2020-02-01,92,"say so","doja cat",0,"english",460,0,0,0,36,4757364,212,501
2020,2020-02-01,93,"stepdad","eminem",0,"english",58,0,0,1,67,3533447,212,501
2020,2020-02-01,94,"take what you want","post malone",0,"english",471,0,0,0,131,2190633,216,487
2020,2020-02-01,95,"we back","jason aldean",0,"english",388,0,0,0,201,1709302,2095,47
2020,2020-02-01,96,"homecoming queen","kelsea ballerini",0,"english",245,0,0,0,201,1709302,1259,87
2020,2020-02-01,97,"i hope youre happy now","carly pearce",0,"english",224,0,0,0,201,1709302,1355,82
2020,2020-02-01,98,"make no sense","youngboy never broke again",0,"english",506,0,0,0,92,2857069,212,501
2020,2020-02-01,99,"easy","danileigh",0,"english",360,0,0,0,201,1709302,265,385
2020,2020-02-01,100,"thats on me","mac miller",0,"english",194,0,0,1,51,4137314,212,501
2020,2020-02-08,1,"the box","roddy ricch",0,"english",540,3,0.56,0,1,21416881,2899,27
2020,2020-02-08,2,"life is good","future",0,"english",785,0,0,0,2,13526634,966,112
2020,2020-02-08,3,"circles","post malone",0,"english",314,0,0,0,75,2651707,8873,1
2020,2020-02-08,4,"memories","maroon 5",0,"english",442,0,0,0,39,3878403,7400,4
2020,2020-02-08,5,"someone you loved","lewis capaldi",0,"english",323,0,0,0,25,4598246,270,387
2020,2020-02-08,6,"10000 hours","dan and shay",0,"english",319,0,0,0,50,3378097,11410,3
